"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_25__"
"1","AC007568.1"
"2","AC008063.1"
"3","AC009075.2"
"4","AC009969.1"
"5","AC011270.1"
"6","AC012464.3"
"7","AC015983.2"
"8","AC021218.1"
"9","AC025048.5"
"10","AC055874.1"
"11","AC061975.7"
"12","AC073522.1"
"13","AC087392.5"
"14","AC087627.1"
"15","AC090844.2"
"16","AC093716.1"
"17","AC107905.1"
"18","AC109479.2"
"19","AC124242.1"
"20","AC132219.2"
"21","AC135388.1"
"22","AC138356.1"
"23","AC138393.1"
"24","AC231533.2"
"25","AC233279.1"
"26","AC243830.1"
"27","AC244502.1"
"28","ACBD7"
"29","ACKR3"
"30","ADAMTS9"
"31","AF131216.4"
"32","AGPAT5"
"33","AL020989.1"
"34","AL023583.1"
"35","AL049795.1"
"36","AL096711.1"
"37","AL136455.1"
"38","AL157770.1"
"39","AL357518.1"
"40","AL359771.1"
"41","AL450336.1"
"42","AL512310.1"
"43","ANXA4"
"44","AP003469.2"
"45","AP4B1"
"46","APOOL"
"47","AZGP1"
"48","AZGP1P1"
"49","C3orf80"
"50","CABP7"
"51","CCDC160"
"52","CITED1"
"53","CSGALNACT1"
"54","CYP4A27P"
"55","DPP4"
"56","DYNLL1P3"
"57","ERI1"
"58","EVA1A"
"59","FAM84A"
"60","GJB2"
"61","GJB6"
"62","GNRH1"
"63","GRAMD1C"
"64","GRIA3"
"65","GTSF1L"
"66","HMGN2P8"
"67","HSPA2"
"68","IGLL5"
"69","IL1RAP"
"70","KCNMA1"
"71","KIAA1211L"
"72","LINC00475"
"73","LINC00533"
"74","LINC01180"
"75","LINC01915"
"76","LINC02322"
"77","LINC02340"
"78","LRRC1"
"79","MT1XP1"
"80","MTND1P17"
"81","MTTP"
"82","NOS2"
"83","NRP2"
"84","OGDHL"
"85","PDPN"
"86","PHYHD1"
"87","PLCH1"
"88","PLK5"
"89","POSTN"
"90","PPP1R3B"
"91","PRDX3P3"
"92","PTPN14"
"93","RAB7B"
"94","RANBP3L"
"95","RBM20"
"96","RHCE"
"97","RN7SKP256"
"98","RN7SL205P"
"99","RN7SL28P"
"100","RN7SL519P"
"101","RNA5SP525"
"102","RNF149"
"103","RPL24P4"
"104","RPL39P25"
"105","RYR3"
"106","SERPINB8P1"
"107","SETP17"
"108","SFXN5"
"109","SH2D4A"
"110","SKIL"
"111","SLC10A5"
"112","SLC18B1"
"113","SLC39A12"
"114","SLC39A14"
"115","SPATA41"
"116","SPATS2L"
"117","SPX"
"118","TACR1"
"119","TIMM8AP1"
"120","TMEM47"
"121","TRAM1L1"
"122","TRAV19"
"123","TUBB4BP7"
"124","UCN2"
"125","WWC1"
"126","ZDHHC2"
"127","ZNF711"
