"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_1359__"
"1","AC008739.1"
"2","AC011193.2"
"3","AC016700.2"
"4","AC022730.1"
"5","AC034232.2"
"6","AC063980.1"
"7","AC076968.1"
"8","AC097527.1"
"9","AC125611.4"
"10","AC245427.1"
"11","AL008718.1"
"12","AL136115.3"
"13","AL160394.1"
"14","AL354702.2"
"15","AL442663.1"
"16","AP001970.1"
"17","BX322784.1"
"18","C5orf38"
"19","C5orf47"
"20","DBIP2"
"21","GAD1"
"22","IRX2"
"23","LINC01754"
"24","LINC02276"
"25","MCMDC2"
"26","MTND2P12"
"27","NPIPB15"
"28","RANBP17"
"29","RCC2P7"
"30","RF00571"
"31","RNA5SP509"
"32","RNU6ATAC19P"
"33","RPL5P17"
"34","SPATA31A7"
