"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_456__"
"1","AACS"
"2","ABCB9"
"3","ABCD2"
"4","AC055713.1"
"5","AC068768.1"
"6","AC069209.1"
"7","AC069503.1"
"8","AC084876.2"
"9","AC131009.1"
"10","AC137767.1"
"11","ASAH2B"
"12","ATP6V0A2"
"13","C12orf65"
"14","CCDC142"
"15","CCDC92"
"16","CDK2AP1"
"17","DDX55"
"18","DENR"
"19","DHX37"
"20","DYNLL1P4"
"21","EIF2B1"
"22","EP400P1"
"23","GOLGA3"
"24","GTF2H3"
"25","HIP1R"
"26","KCNIP3"
"27","KIAA1755"
"28","KIF21A"
"29","KMT5A"
"30","KNTC1"
"31","LINC01679"
"32","MLEC"
"33","MPHOSPH9"
"34","NCOR2"
"35","P2RX7"
"36","PDCL3"
"37","PEBP1"
"38","POP5"
"39","PUS1"
"40","RBM19"
"41","RILPL1"
"42","RPIA"
"43","RSRC2"
"44","SBNO1"
"45","SCARB1"
"46","SNRNP35"
"47","SRSF9"
"48","TAOK3"
"49","TCTN2"
"50","TMCC3"
"51","TMED2"
"52","VPS37B"
"53","VSIG10"
"54","ZCCHC8"
