"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_179__"
"1","AC008105.2"
"2","AC012558.1"
"3","AC020551.1"
"4","AC024361.3"
"5","AC027031.2"
"6","AC083949.1"
"7","AC099786.1"
"8","AC099786.3"
"9","AC104365.2"
"10","AC105914.2"
"11","AC107072.1"
"12","AC110056.1"
"13","AC116347.1"
"14","AL034417.4"
"15","AL109659.3"
"16","AL110115.2"
"17","AL157937.1"
"18","ALX4"
"19","ANKRD20A19P"
"20","AP005229.2"
"21","ART5"
"22","BEND3P2"
"23","C1QTNF9B"
"24","CAPN6"
"25","CD70"
"26","CDH1"
"27","CDH12P4"
"28","CDH3"
"29","CFH"
"30","COL14A1"
"31","COL4A5"
"32","COL4A6"
"33","COL6A6"
"34","CRABP2"
"35","CTAGE15"
"36","DHRS3"
"37","DKK2"
"38","ENPP1"
"39","EPHA3"
"40","EPYC"
"41","FAP"
"42","FAT4"
"43","FBN2"
"44","FGD5P1"
"45","FHL2"
"46","HGF"
"47","INHBA"
"48","ITGBL1"
"49","KLF5"
"50","L3MBTL3"
"51","LHX8"
"52","LINC00445"
"53","LINC00683"
"54","LINC01468"
"55","MALL"
"56","MCRIP2P2"
"57","MIR645"
"58","MIR8088"
"59","MTDHP4"
"60","MXRA5"
"61","MXRA5Y"
"62","PAPPA"
"63","PNLDC1"
"64","PROK1"
"65","PYY"
"66","RAX2"
"67","RHOD"
"68","RIPOR3"
"69","RN7SL73P"
"70","RPL39L"
"71","RXFP2"
"72","SIM1"
"73","SLC6A4"
"74","SLITRK6"
"75","SSTR3"
"76","TNN"
"77","TOR4A"
"78","TWIST2"
"79","VN1R84P"
"80","WNT10A"
"81","ZNF214"
"82","ZNF215"
