"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_473__"
"1","AC008739.1"
"2","AC011193.2"
"3","AC016700.2"
"4","AC022730.1"
"5","AC034232.2"
"6","AC063980.1"
"7","AC076968.1"
"8","AC084121.4"
"9","AC090506.1"
"10","AC092155.2"
"11","AC093857.1"
"12","AC096543.1"
"13","AC097493.5"
"14","AC097527.1"
"15","AC098592.2"
"16","AC116165.2"
"17","AC125611.4"
"18","AC245427.1"
"19","AL008718.1"
"20","AL031577.1"
"21","AL136115.3"
"22","AL160394.1"
"23","AL353093.1"
"24","AL354702.2"
"25","AL356986.1"
"26","AL442663.1"
"27","AP001970.1"
"28","ARMC10P1"
"29","BX322784.1"
"30","C5orf38"
"31","C5orf47"
"32","DBIP2"
"33","GAD1"
"34","IRX2"
"35","LINC01740"
"36","LINC01754"
"37","LINC01843"
"38","LINC02276"
"39","LLPHP1"
"40","MCMDC2"
"41","MTND2P12"
"42","NPIPB15"
"43","OR10J5"
"44","RANBP17"
"45","RCC2P7"
"46","RF00571"
"47","RNA5SP509"
"48","RNU6ATAC19P"
"49","RPL5P17"
"50","RPS27P23"
"51","SPATA31A7"
"52","TRAV28"
