"","HuAgeGBsplit_03....c1_HuAgeGBsplitRnaseq_342__"
"1","ABBA01006766.1"
"2","AC007064.3"
"3","AC021504.1"
"4","AC026954.1"
"5","AC068587.1"
"6","AC073873.1"
"7","AC087664.3"
"8","AC090897.1"
"9","AC093084.1"
"10","AC097486.1"
"11","AC100770.1"
"12","AC110048.1"
"13","ADAMTS20"
"14","ADH5P4"
"15","AL035246.1"
"16","AL133351.4"
"17","ALDOAP1"
"18","AP001269.2"
"19","AP002992.1"
"20","ATP6V1G1P3"
"21","BTG4P1"
"22","GLUD1P4"
"23","LINC01323"
"24","MIR3159"
"25","OR5M7P"
"26","PMM2P1"
"27","RFC3P1"
"28","RNY1P8"
"29","RPL23AP61"
"30","RPS23P2"
"31","RSL24D1P1"
"32","SUMO2P4"
"33","TLL1"
