"","HuAgeGBsplit_24....c1_HuAgeGBsplitRnaseq_1364__"
"1","AARD"
"2","ABCC12"
"3","AC005551.1"
"4","AC010907.1"
"5","AC012081.1"
"6","AC022145.2"
"7","AC025048.1"
"8","AC025262.2"
"9","AC084211.1"
"10","AC092573.2"
"11","AC103982.1"
"12","AC113145.1"
"13","AC116351.1"
"14","AC138761.4"
"15","AC239859.2"
"16","AC239859.3"
"17","ACAN"
"18","AL009178.3"
"19","AL033527.3"
"20","AL035425.1"
"21","AL035425.2"
"22","AL035425.3"
"23","AL049794.1"
"24","AL117382.1"
"25","AL136359.1"
"26","AL359853.1"
"27","AL391095.2"
"28","AL392023.1"
"29","AL512413.1"
"30","AL513318.1"
"31","AMN"
"32","ANKRD55"
"33","AP000880.1"
"34","ARHGEF16"
"35","ARHGEF28"
"36","ASPG"
"37","AZIN2"
"38","BMP3"
"39","BMP8A"
"40","BMP8B"
"41","BNIP3P9"
"42","BX842568.2"
"43","BX842568.4"
"44","C5orf58"
"45","CACNA1B"
"46","CACNG3"
"47","CASC15"
"48","CATSPERD"
"49","CCL25"
"50","CDCA7"
"51","CHRFAM7A"
"52","CHRM1"
"53","CHRNA7"
"54","CRHR2"
"55","CRYBG2"
"56","CUX2"
"57","CYP2A13"
"58","CYP2S1"
"59","DCAF12L1"
"60","DCAF12L2"
"61","DEFB123"
"62","DMRTB1"
"63","DNAH2"
"64","DOCK6"
"65","EIF2S2P3"
"66","EPCAM"
"67","EVPL"
"68","FAM163A"
"69","FGD5"
"70","FIBCD1"
"71","FOXE3"
"72","GNAT1"
"73","GRIP2"
"74","HCG23"
"75","HINT1P1"
"76","IRS4"
"77","IZUMO2"
"78","KIF25"
"79","KRT19"
"80","KRT83"
"81","LARGE2"
"82","LBHD2"
"83","LHFPL5"
"84","LINC01076"
"85","LINC01537"
"86","LINC01632"
"87","LINC01954"
"88","LINC02249"
"89","LINC02495"
"90","LINC02520"
"91","LMO7DN"
"92","LRRC74A"
"93","MLNR"
"94","MMP15"
"95","NMUR1"
"96","NPFFR1"
"97","NR5A1"
"98","NTSR1"
"99","OR2T8"
"100","OR2W3"
"101","OR7E90P"
"102","OTOP2"
"103","OVOL2"
"104","PADI1"
"105","PCDH19"
"106","PCDH8P1"
"107","PCSK5"
"108","PDE2A"
"109","PDZRN4"
"110","PHOX2A"
"111","PIEZO2"
"112","PIWIL1"
"113","PLA2G4D"
"114","PLA2R1"
"115","PLS3"
"116","PRDM12"
"117","PRLR"
"118","PRX"
"119","PSAT1P1"
"120","PTPN20"
"121","R3HDML"
"122","RFLNA"
"123","RGS9"
"124","RNF126P1"
"125","RPS4XP4"
"126","RSPO4"
"127","SCN5A"
"128","SHE"
"129","SSTR1"
"130","ST18"
"131","SYT17"
"132","TCF15"
"133","TDRD10"
"134","TERT"
"135","TEX41"
"136","TIMP2"
"137","TINCR"
"138","TJP3"
"139","TMC5"
"140","TMPRSS9"
"141","TRIM58"
"142","TRPV4"
"143","TUBB8P7"
"144","USH1G"
"145","WFDC2"
"146","WNT2B"
