"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_332__"
"1","AAGAB"
"2","AC007950.2"
"3","AC020661.1"
"4","AC034229.4"
"5","AC046168.2"
"6","AC107214.1"
"7","ACSS1"
"8","AL353807.2"
"9","AP001059.2"
"10","AP001059.3"
"11","AP001107.9"
"12","ASB7"
"13","CHSY1"
"14","CSF1"
"15","CTDSP1"
"16","CYP4F24P"
"17","EFL1"
"18","ELOVL3"
"19","FAM214A"
"20","FAM96A"
"21","FP565260.3"
"22","FRMD8"
"23","HES7"
"24","HOMER2"
"25","ICE2"
"26","ICOSLG"
"27","IQGAP1"
"28","KIF7"
"29","LINS1"
"30","MEGF11"
"31","MESP1"
"32","MYO10"
"33","NDUFA3P4"
"34","NT5DC3"
"35","PSTPIP1"
"36","PTPN9"
"37","RCCD1"
"38","RHOG"
"39","SLC29A2"
"40","SMIM8"
"41","SNAP23P1"
"42","SNAPC5"
"43","SNRPA1"
"44","SNX33"
"45","SPG21"
"46","SPOCD1"
"47","STOML1"
"48","TIPIN"
"49","TM2D3"
"50","TTC23"
"51","UNC45A"
"52","ZFP36L2"
