"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_39__"
"1","AATBC"
"2","AC010491.1"
"3","AC105339.5"
"4","AC108693.2"
"5","AC244517.2"
"6","AL359715.1"
"7","AL359715.2"
"8","AL359715.3"
"9","AL359715.4"
"10","AL450992.2"
"11","ALDH2"
"12","ANO5"
"13","BCKDHB"
"14","C2CD4D"
"15","CAST"
"16","CICP22"
"17","F2RL1"
"18","ISOC1"
"19","LRRCC1"
"20","MAP3K2"
"21","NECTIN3"
"22","NMD3"
"23","PCDHB2"
"24","PRKAR2B"
"25","RAB3GAP1"
"26","SELENON"
"27","SELENOV"
"28","ST8SIA4"
"29","STEAP2"
"30","TDGF1P7"
"31","THEM5"
"32","TSLP"
"33","UBTF"
"34","VPS13D"
