"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"4","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_103","User",0,1,1
"19","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_1177","User",0,1,1
"32","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_1353","User",0,1,1
"34","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_1364","User",0,1,1
"41","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_1513","User",0,1,1
"46","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_159","User",0,1,1
"49","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_160","User",0,1,1
"52","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_162","User",0,1,1
"53","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_163","User",0,1,1
"57","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_175","User",0,1,1
"72","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_193","User",0,1,1
"76","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_2024","User",0,1,1
"89","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_24","User",0,1,1
"91","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_25","User",0,1,1
"110","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_32","User",0,1,1
"113","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_331","User",0,1,1
"114","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_332","User",0,1,1
"115","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_338","User",0,1,1
"128","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_361","User",0,1,1
"137","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_388","User",0,1,1
"139","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_395","User",0,1,1
"142","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_405","User",0,1,1
"159","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_470","User",0,1,1
"161","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_475","User",0,1,1
"165","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_5","User",1,0.343370193460808,1
"176","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_553","User",0,1,1
"179","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_576","User",0,1,1
"180","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_58","User",0,1,1
"181","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_583","User",0,1,1
"182","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_586","User",0,1,1
"187","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_605","User",0,1,1
"188","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_61","User",0,1,1
"193","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_64","User",0,1,1
"201","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_691","User",0,1,1
"204","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_71","User",0,1,1
"205","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_73","User",0,1,1
"207","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_75","User",0,1,1
"208","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_757","User",0,1,1
"214","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_79","User",0,1,1
"215","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_8","User",0,1,1
"230","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_95","User",0,1,1
"233","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_97","User",1,0.0554771710490141,1
"235","HuAgeGBsplit_00","c1_HuAgeGBsplitRnaseq_99","User",0,1,1
"1884","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_103","User",0,1,1
"1899","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_1177","User",2,0.993426713969009,1
"1912","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_1353","User",0,1,1
"1914","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_1364","User",1,0.993307254860219,1
"1921","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_1513","User",224,0,0
"1926","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_159","User",1,0.928787624362095,1
"1929","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_160","User",0,1,1
"1932","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_162","User",0,1,1
"1933","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_163","User",259,0,0
"1937","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_175","User",2,0.941334156705443,1
"1952","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_193","User",1,0.945353435466456,1
"1956","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_2024","User",0,1,1
"1969","HuAgeGBsplit_08","c1_HuAgeGBsplitRnaseq_24","User",358,0,0
