"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_8__"
"1","AC005412.1"
"2","AC092580.3"
"3","AC097372.4"
"4","AC117394.2"
"5","AC127496.1"
"6","AC127526.3"
"7","AC233702.1"
"8","ACHE"
"9","AL031058.1"
"10","AL031963.2"
"11","AL109618.3"
"12","AL138690.1"
"13","AL161636.2"
"14","AL390115.1"
"15","AL390786.1"
"16","AL391646.1"
"17","AL451007.3"
"18","AL583722.1"
"19","AL583859.3"
"20","AL627422.2"
"21","AP003306.2"
"22","ARL9"
"23","ATP5PBP5"
"24","ATP7B"
"25","CCDC68"
"26","CCDC70"
"27","CDH11"
"28","CES3"
"29","CLPS"
"30","CNOT6LP1"
"31","CTAGE3P"
"32","DERL3"
"33","DIO2"
"34","DLEU7"
"35","DNAH17"
"36","DSP"
"37","DYRK3"
"38","FAM78B"
"39","FAM83D"
"40","FAT1"
"41","FXYD7"
"42","GJD4"
"43","HOPX"
"44","IGFLR1"
"45","JAKMIP3"
"46","KRT75"
"47","LIF"
"48","LINC01018"
"49","LINC01549"
"50","LINC01771"
"51","LINC02154"
"52","LINC02262"
"53","LRRN4CL"
"54","MAPKAPK2"
"55","MC5R"
"56","MCHR1"
"57","MYOM2"
"58","NDST3"
"59","OSTCP1"
"60","OTUD7A"
"61","PIP4K2A"
"62","PLEKHA5"
"63","PLEKHS1"
"64","PPIAP54"
"65","PTGES"
"66","PTPRF"
"67","RAB20"
"68","RDH10"
"69","RHOU"
"70","ROBO1"
"71","RPL23AP87"
"72","RUNX1"
"73","SLC10A6"
"74","SLC15A1"
"75","SLC6A13"
"76","SLCO1C1"
"77","SMG1P6"
"78","SSX2IP"
"79","STAG2"
"80","SVIP"
"81","TGFB2"
"82","ULK4P3"
"83","ZDHHC20P1"
