"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_71__"
"1","AC009086.3"
"2","AC010729.1"
"3","AC016044.1"
"4","AC021231.3"
"5","AC027250.1"
"6","AC068213.1"
"7","AC073611.1"
"8","AC079154.1"
"9","AC080038.1"
"10","AC090241.3"
"11","AC093802.1"
"12","AC097662.2"
"13","AC098484.3"
"14","AC108025.2"
"15","AC128707.1"
"16","AL022393.1"
"17","AL049780.3"
"18","AL139424.1"
"19","AL365184.1"
"20","AL451007.2"
"21","AL590002.1"
"22","AL591926.7"
"23","AP001360.2"
"24","ARL5C"
"25","ATP1B4"
"26","CDH8"
"27","CEACAMP3"
"28","CIT"
"29","CNGB1"
"30","CTXND1"
"31","ESX1"
"32","FDPSP4"
"33","FTCDNL1"
"34","FUT9"
"35","GAS2"
"36","IL12RB2"
"37","INPP1"
"38","JHY"
"39","KCNT1"
"40","KRT8P11"
"41","LINC00884"
"42","LINC01105"
"43","LINC01964"
"44","MIR4508"
"45","MRC2"
"46","NDUFAF6"
"47","NELL2"
"48","NOL4"
"49","NPBWR1"
"50","NRXN1"
"51","ONECUT1"
"52","PPM1L"
"53","PRR15"
"54","PTPRU"
"55","RASGRF2"
"56","RN7SKP251"
"57","RN7SL685P"
"58","RNA5SP507"
"59","RPL13AP20"
"60","RPL5P3"
"61","SEC14L5"
"62","SEPHS1P6"
"63","SGK2"
"64","SLC26A9"
"65","SORL1"
"66","SOX11"
"67","TCEANC2"
"68","TMEM97P1"
"69","TPPP"
"70","TRERF1"
"71","ZNF192P2"
"72","ZNF602P"
