"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_70__"
"1","ABHD17AP4"
"2","AC007344.1"
"3","AC007620.1"
"4","AC008554.1"
"5","AC009962.1"
"6","AC010636.2"
"7","AC011451.3"
"8","AC012618.3"
"9","AC018616.1"
"10","AC023644.1"
"11","AC025524.2"
"12","AC087667.1"
"13","AC091167.6"
"14","AC092819.1"
"15","AC096553.1"
"16","AC097713.1"
"17","AC097713.2"
"18","AC099794.1"
"19","AC099794.2"
"20","AC103760.1"
"21","AC104852.1"
"22","AC135371.1"
"23","AC138356.3"
"24","AF130359.1"
"25","AKNAD1"
"26","AL035412.1"
"27","AL096828.1"
"28","AL137796.1"
"29","AL139393.2"
"30","AL161937.2"
"31","AL365205.3"
"32","AL591222.2"
"33","BIK"
"34","BX255925.1"
"35","C9orf62"
"36","CDH19"
"37","CHRDL2"
"38","COMMD8"
"39","CORIN"
"40","CPNE4"
"41","CYP7B1"
"42","DOC2B"
"43","ECT2L"
"44","EVX2"
"45","FAM110B"
"46","FAM120B"
"47","FBXO32"
"48","GABRR2"
"49","GAPDHP68"
"50","GPC4"
"51","HAUS6P3"
"52","HBQ1"
"53","HDAC9"
"54","KANK2"
"55","LINC01571"
"56","LINC01686"
"57","LINC02091"
"58","LINC02134"
"59","LNPK"
"60","LOX"
"61","MAGI1"
"62","MAP3K4"
"63","MTND2P5"
"64","NEDD4L"
"65","OR1L6"
"66","PCSK2"
"67","RALGAPA2"
"68","RALGPS2"
"69","RF00088"
"70","RGS8"
"71","RNA5SP69"
"72","RPH3AL"
"73","RPS26P2"
"74","RPS27P18"
"75","SALRNA1"
"76","SEMA3E"
"77","SIX1"
"78","SIX4"
"79","SLC35G5"
"80","SMPD4P1"
"81","SNCAIP"
"82","SSFA2"
"83","TLK1"
"84","TMEM131"
"85","TMEM2"
"86","TRBVB"
"87","TSPAN6"
"88","WWP1"
"89","Z97205.1"
"90","ZNF385D"
"91","ZNF703"
