"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_528__"
"1","AC000403.1"
"2","AC006453.2"
"3","AC006970.2"
"4","AC007405.1"
"5","AC007405.3"
"6","AC007881.1"
"7","AC009110.1"
"8","AC015967.1"
"9","AC018845.1"
"10","AC027612.1"
"11","AC091917.3"
"12","AC116050.1"
"13","AC124283.5"
"14","AC138907.9"
"15","AC243967.3"
"16","AC245389.1"
"17","AL022329.1"
"18","AL590065.1"
"19","AL606662.1"
"20","AP000345.2"
"21","AP000346.1"
"22","AP000346.4"
"23","AP001025.1"
"24","ASIC1"
"25","ATP5MC3"
"26","BX088651.2"
"27","CD36"
"28","DRICH1"
"29","DZIP1L"
"30","EFHB"
"31","ERICH2"
"32","FAM167A"
"33","GBX2"
"34","GCNT2"
"35","GRK3"
"36","IQCA1"
"37","IQSEC2"
"38","KCTD12"
"39","LINC01322"
"40","LRRC10B"
"41","MACO1"
"42","MUC6"
"43","NPIPB11"
"44","NPIPB12"
"45","NPIPB13"
"46","NPIPB3"
"47","NPIPB4"
"48","NPIPB5"
"49","OR7E115P"
"50","RAB33B"
"51","SLITRK3"
"52","SMG1P1"
"53","SMG1P3"
"54","SNRPCP10"
"55","SPATA18"
"56","SPDYE5"
"57","SULF1"
"58","TDH"
"59","TMC4"
"60","YBX1P4"
"61","Z97653.1"
"62","Z97653.2"
"63","ZFYVE9"
