"","HuAgeGBsplit_04....c1_HuAgeGBsplitRnaseq_74__"
"1","AADACL3"
"2","AADACL4"
"3","AC005014.1"
"4","AC009831.2"
"5","AC011999.1"
"6","AC023511.2"
"7","AC073264.2"
"8","AC114755.1"
"9","AC135776.1"
"10","AC139712.1"
"11","AC244452.1"
"12","ADH5P2"
"13","AL031584.1"
"14","AL096861.1"
"15","AL137014.1"
"16","AL139327.3"
"17","AL157698.1"
"18","AL353803.3"
"19","AL357075.2"
"20","AL365400.1"
"21","AL390123.1"
"22","APOA4"
"23","APOA5"
"24","ARR3"
"25","ATP5MC2P1"
"26","ATP6V1E1P1"
"27","AWAT1"
"28","BLACE"
"29","BMP15"
"30","CALML5"
"31","CD1B"
"32","CFL1P2"
"33","CNN2P7"
"34","CTCFL"
"35","CYP11B2"
"36","DEFB121"
"37","DGAT2L6"
"38","FAM183BP"
"39","FAM24A"
"40","FAM9C"
"41","FTHL17"
"42","FTLP2"
"43","GLOD5"
"44","GP2"
"45","HNRNPA1P27"
"46","IL1F10"
"47","IZUMO3"
"48","KCNJ18"
"49","LCT"
"50","LDHBP2"
"51","LINC00602"
"52","LINC02138"
"53","LRRIQ4"
"54","MIR3660"
"55","MIR4752"
"56","MIR4757"
"57","MIR510"
"58","MIR519D"
"59","MIR522"
"60","MRGPRX1"
"61","MRPL2P1"
"62","MT1B"
"63","MUC16"
"64","MUC22"
"65","NDUFS5P6"
"66","NLRP8"
"67","OR10A3"
"68","OR10G9"
"69","OR10K2"
"70","OR10S1"
"71","OR13C7"
"72","OR6C74"
"73","OR6Y1"
"74","PADI3"
"75","PGBD4P4"
"76","PRPF38AP1"
"77","PTCD2P1"
"78","R3HDM2P2"
"79","RAB40AL"
"80","RF00049"
"81","RSPH6A"
"82","SCGB2A2"
"83","SEPHS1P4"
"84","SERPINA7"
"85","SFR1P2"
"86","SLC25A38P1"
"87","SNURFL"
"88","SPINT4"
"89","SPRR1B"
"90","TCHHL1"
"91","TFDP3"
"92","TRAJ10"
"93","TRIM31"
"94","TRIM75P"
"95","UMOD"
"96","XKRX"
"97","YAP1P2"
