"","HuAgeGBsplit_25....c1_HuAgeGBsplitRnaseq_21__"
"1","AC006210.1"
"2","AC012075.1"
"3","AC023078.4"
"4","AC078991.1"
"5","AC092104.1"
"6","AC103563.1"
"7","AL355862.1"
"8","AL357562.1"
"9","ARL14"
"10","BCLAF1P1"
"11","CLDN8"
"12","CTSG"
"13","DPRXP7"
"14","EXOGP1"
"15","GSTO3P"
"16","IFNA7"
"17","IMPG2"
"18","MBD3L2B"
"19","MIR3668"
"20","MIR520E"
"21","MS4A2"
"22","NANOGP9"
"23","OR10H4"
"24","OR2A2"
"25","OR2J4P"
"26","OR4A21P"
"27","OR4D9"
"28","OR52J3"
"29","OR5BS1P"
"30","OR5L2"
"31","OR8A3P"
"32","OR8K1"
"33","RHEX"
"34","SAR1AP1"
"35","SERPINB13"
"36","TPSAB1"
"37","TPSB2"
"38","TPSD1"
"39","TRAJ20"
"40","TRAJ30"
"41","TRAJ34"
"42","TRAJ46"
"43","YTHDF2P1"
"44","ZNF519P3"
"45","ZSCAN4"
