"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_339__"
"1","AC004980.4"
"2","AC005186.1"
"3","AC006006.1"
"4","AC015911.1"
"5","AC093582.1"
"6","AC209007.1"
"7","AKR1E2"
"8","AL021879.1"
"9","AL590408.1"
"10","AL606490.2"
"11","AL671883.2"
"12","AL731532.1"
"13","AP003072.1"
"14","ATP5MC1P8"
"15","BANF1P5"
"16","CD24"
"17","CST2P1"
"18","DYNLL1"
"19","GMCL1P2"
"20","HNRNPA1P4"
"21","HPDL"
"22","HSPE1P4"
"23","LINC00555"
"24","LINC01072"
"25","LINC01230"
"26","LINC02298"
"27","MIR5007"
"28","PLLP"
"29","RN7SL148P"
"30","RN7SL654P"
"31","RNA5SP190"
"32","RNA5SP64"
"33","SEMA6A"
"34","SEMA6D"
"35","SETP20"
"36","SPTLC1P3"
"37","TNFRSF13B"
"38","TSPY2"
"39","U2AF1"
"40","VDAC1P10"
