"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_597__"
"1","AC008011.1"
"2","AC008556.1"
"3","AC011450.1"
"4","AC012306.1"
"5","AC012339.2"
"6","AC015818.1"
"7","AC025768.1"
"8","AC025884.3"
"9","AC079395.1"
"10","AC087685.1"
"11","AC090525.3"
"12","AC092944.1"
"13","AC096644.2"
"14","AC243964.2"
"15","ADAMTS17"
"16","AL022313.3"
"17","AL138726.1"
"18","AL138900.2"
"19","AL928921.1"
"20","AP001979.2"
"21","AP003084.1"
"22","ATP2C2"
"23","C1orf232"
"24","CCDC129"
"25","CDH4"
"26","CGB7"
"27","COL11A1"
"28","DLC1"
"29","DSC2"
"30","ELOVL2"
"31","FGF1"
"32","FGFR3"
"33","HCN4"
"34","HMGB1P20"
"35","KCNB1"
"36","KCNE5"
"37","LGR6"
"38","LINC01121"
"39","LINC01186"
"40","LINC01384"
"41","LINC01413"
"42","NDUFB10P1"
"43","NOX3"
"44","NXN"
"45","PNMA3"
"46","PNMA6A"
"47","RBPMS"
"48","RCC2P8"
"49","RN7SKP298"
"50","RN7SL705P"
"51","RNA5SP266"
"52","RPL36AP40"
"53","RSPO2"
"54","SEMA3A"
"55","SLC13A5"
"56","SLC22A6"
"57","SLC6A16"
"58","SLC7A10"
"59","SNX31"
"60","SORBS2"
"61","TACC3"
"62","TFAP2C"
"63","TUNAR"
"64","VEPH1"
"65","WFDC1"
"66","WT1"
