"","HuAgeGBsplit_31....c1_HuAgeGBsplitRnaseq_6__"
"1","AC003043.2"
"2","AC005094.1"
"3","AC006001.3"
"4","AC006015.1"
"5","AC007547.1"
"6","AC008667.4"
"7","AC010476.1"
"8","AC012462.1"
"9","AC016304.1"
"10","AC018695.5"
"11","AC026333.2"
"12","AC027176.1"
"13","AC034244.1"
"14","AC068533.4"
"15","AC068858.1"
"16","AC069152.1"
"17","AC073107.1"
"18","AC079395.3"
"19","AC079953.1"
"20","AC087612.1"
"21","AC091951.3"
"22","AC093159.2"
"23","AC093392.1"
"24","AC097522.1"
"25","AC099654.1"
"26","AC099654.13"
"27","AC099654.5"
"28","AC099654.6"
"29","AC099654.7"
"30","AC099654.8"
"31","AC104685.1"
"32","AC107297.1"
"33","AC114492.1"
"34","AC118754.2"
"35","AC137695.1"
"36","AC139143.1"
"37","AC233724.2"
"38","AC233724.7"
"39","AF274855.1"
"40","AK6P1"
"41","AL022344.2"
"42","AL078595.2"
"43","AL132642.2"
"44","AL133338.2"
"45","AL133383.1"
"46","AL137074.1"
"47","AL353678.1"
"48","AL353726.2"
"49","AL354868.1"
"50","AL356309.1"
"51","AL360268.2"
"52","AL590240.2"
"53","AP000936.1"
"54","AP002383.5"
"55","AP003327.1"
"56","AP003497.1"
"57","ASL"
"58","BX323845.2"
"59","CCT6P3"
"60","CLIC4P2"
"61","CU639417.2"
"62","CYCSP6"
"63","DPPA5P4"
"64","FAM92A1P1"
"65","GAGE2E"
"66","GEMIN2P2"
"67","GUSB"
"68","GUSBP10"
"69","HMGB1P48"
"70","HMGN1P5"
"71","HMGN2P22"
"72","HSPE1P24"
"73","INTS4P1"
"74","KRT26"
"75","LARP1BP3"
"76","LARP7P1"
"77","LINC00885"
"78","LINC01925"
"79","MIR4431"
"80","MT1DP"
"81","MTATP6P21"
"82","MTCO2P4"
"83","MTCO3P10"
"84","MTCO3P4"
"85","MTCO3P41"
"86","MTCYBP29"
"87","MTND4P4"
"88","MTND5P6"
"89","MYL12BP2"
"90","NDUFA3P3"
"91","OR10AK1P"
"92","OR52P2P"
"93","OR6K1P"
"94","PHKG1P2"
"95","RAB28P3"
"96","RAC1P3"
"97","RBMX2P5"
"98","RN7SKP17"
"99","RN7SKP33"
"100","RN7SL250P"
"101","RN7SL266P"
"102","RNA5SP121"
"103","RNA5SP188"
"104","RNA5SP306"
"105","RNA5SP89"
"106","RPL12P13"
"107","RPL36AP21"
"108","RPL36AP39"
"109","RPL39P33"
"110","RPSAP2"
"111","RPSAP29"
"112","SERBP1P1"
"113","SLC25A5P3"
"114","SLC35G4"
"115","SNRPCP13"
"116","SRIP2"
"117","STAC"
"118","STK33P1"
"119","SULT2B1"
"120","TPST1"
"121","TRIM60P16"
"122","TUBB8P6"
"123","TUBBP2"
"124","TYW1"
"125","VKORC1L1"
"126","VN1R31P"
"127","Z80107.2"
"128","Z84721.1"
"129","ZNF479"
