"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_451__"
"1","AC004817.4"
"2","AC005077.4"
"3","AC005865.2"
"4","AC006041.1"
"5","AC008269.1"
"6","AC010266.2"
"7","AC015468.4"
"8","AC015660.2"
"9","AC015660.3"
"10","AC015819.3"
"11","AC022596.2"
"12","AC026797.1"
"13","AC079341.1"
"14","AC084809.1"
"15","AC103855.2"
"16","AC107983.2"
"17","AC239585.2"
"18","ADRB1"
"19","AL121932.1"
"20","AL353622.2"
"21","AL365181.1"
"22","AL390719.1"
"23","AL805961.2"
"24","AP000867.4"
"25","AP003108.1"
"26","BX119927.1"
"27","CCDC144B"
"28","CR589904.1"
"29","FAM237A"
"30","FBXO40"
"31","GAPDHP74"
"32","GLP2R"
"33","GPR150"
"34","HNRNPA1P46"
"35","HSD3BP2"
"36","KCNH4"
"37","KCNV1"
"38","LINC00898"
"39","LY6D"
"40","LYPD8"
"41","MAS1"
"42","MUM1L1"
"43","OR14I1"
"44","RASGRP1"
"45","RXFP1"
"46","SATB2"
"47","SETSIP"
"48","SH2D1B"
"49","STX1A"
"50","TBC1D29"
"51","TDRG1"
"52","TVP23BP1"
"53","Z68323.1"
