"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_57__"
"1","ABI2"
"2","AC005479.2"
"3","AC025449.1"
"4","AC073046.1"
"5","AC074131.1"
"6","AC084864.1"
"7","AC087683.1"
"8","AC109347.1"
"9","AKAP9"
"10","AL158071.2"
"11","ANKFY1"
"12","ANKRD12"
"13","ANKRD17"
"14","APC"
"15","ATL2"
"16","BCLAF1P2"
"17","BIRC6"
"18","BMP2K"
"19","C8orf46"
"20","CBWD2"
"21","CC2D1B"
"22","CERS6"
"23","CLHC1"
"24","COPS4"
"25","CRIM1"
"26","CYP3A52P"
"27","DHX57"
"28","DMXL2"
"29","DNAH7"
"30","DYNC2H1"
"31","ELF2"
"32","ENOPH1"
"33","EVC"
"34","EXOSC9"
"35","EYA1"
"36","FAT3"
"37","FLRT2"
"38","FNIP2"
"39","FO393419.3"
"40","FRG1"
"41","GPATCH11"
"42","GRSF1"
"43","HEATR5B"
"44","HECTD4"
"45","HIST3H2BA"
"46","HNMT"
"47","HYPK"
"48","IDH1"
"49","JADE1"
"50","KANTR"
"51","KMT2A"
"52","KMT2C"
"53","KMT2D"
"54","LAMTOR3"
"55","LINC00618"
"56","LINC01237"
"57","LLGL1"
"58","LRP1"
"59","LRRC69"
"60","LRRC8D"
"61","MARF1"
"62","MDN1"
"63","MED28P3"
"64","MED8"
"65","MINDY2"
"66","MOB1B"
"67","MORN2"
"68","MYBL1"
"69","MYO5A"
"70","MYO9A"
"71","NCOR1"
"72","NEK1"
"73","NUP54"
"74","NXPH1"
"75","PAQR3"
"76","PECR"
"77","PHIP"
"78","PIKFYVE"
"79","PLEKHH2"
"80","PPIAP67"
"81","PRRC2C"
"82","PTPN4"
"83","RAB23"
"84","RAI1"
"85","RANBP2"
"86","RICTOR"
"87","RIF1"
"88","RIMKLA"
"89","RNF150"
"90","RPL21P89"
"91","SCOC"
"92","SDAD1"
"93","SH3RF1"
"94","SLC25A4"
"95","SLC2A9"
"96","SMCHD1"
"97","SMG1"
"98","SNX25"
"99","SPTBN1"
"100","STOX2"
"101","SYNE1"
"102","SZT2"
"103","TICRR"
"104","TMEM169"
"105","TRIM2"
"106","TTBK2"
"107","UBC"
"108","UBR4"
"109","ULK2"
"110","USP34"
"111","ZNF689"
"112","ZSWIM6"
