"","Module","Gene"
"RNU5F-8P","c1_HuAgeGBsplitRnaseq_64","RNU5F-8P"
"RNU6-1018P","c1_HuAgeGBsplitRnaseq_64","RNU6-1018P"
"RNU6-1047P","c1_HuAgeGBsplitRnaseq_64","RNU6-1047P"
"RNU6-1096P","c1_HuAgeGBsplitRnaseq_64","RNU6-1096P"
"RNU6-1104P","c1_HuAgeGBsplitRnaseq_64","RNU6-1104P"
"RNU6-121P","c1_HuAgeGBsplitRnaseq_64","RNU6-121P"
"RNU6-154P","c1_HuAgeGBsplitRnaseq_64","RNU6-154P"
"RNU6-163P","c1_HuAgeGBsplitRnaseq_64","RNU6-163P"
"RNU6-170P","c1_HuAgeGBsplitRnaseq_64","RNU6-170P"
"RNU6-175P","c1_HuAgeGBsplitRnaseq_64","RNU6-175P"
"RNU6-219P","c1_HuAgeGBsplitRnaseq_64","RNU6-219P"
"RNU6-232P","c1_HuAgeGBsplitRnaseq_64","RNU6-232P"
"RNU6-275P","c1_HuAgeGBsplitRnaseq_64","RNU6-275P"
"RNU6-347P","c1_HuAgeGBsplitRnaseq_64","RNU6-347P"
"RNU6-380P","c1_HuAgeGBsplitRnaseq_64","RNU6-380P"
"RNU6-391P","c1_HuAgeGBsplitRnaseq_64","RNU6-391P"
"RNU6-487P","c1_HuAgeGBsplitRnaseq_64","RNU6-487P"
"RNU6-520P","c1_HuAgeGBsplitRnaseq_64","RNU6-520P"
"RNU6-523P","c1_HuAgeGBsplitRnaseq_64","RNU6-523P"
"RNU6-525P","c1_HuAgeGBsplitRnaseq_64","RNU6-525P"
"RNU6-552P","c1_HuAgeGBsplitRnaseq_64","RNU6-552P"
"RNU6-555P","c1_HuAgeGBsplitRnaseq_64","RNU6-555P"
"RNU6-609P","c1_HuAgeGBsplitRnaseq_64","RNU6-609P"
"RNU6-66P","c1_HuAgeGBsplitRnaseq_64","RNU6-66P"
"RNU6-693P","c1_HuAgeGBsplitRnaseq_64","RNU6-693P"
"RNU6-699P","c1_HuAgeGBsplitRnaseq_64","RNU6-699P"
"RNU6-803P","c1_HuAgeGBsplitRnaseq_64","RNU6-803P"
"RNU6-918P","c1_HuAgeGBsplitRnaseq_64","RNU6-918P"
"RNU6-947P","c1_HuAgeGBsplitRnaseq_64","RNU6-947P"
"RNU6ATAC28P","c1_HuAgeGBsplitRnaseq_64","RNU6ATAC28P"
"RNU7-157P","c1_HuAgeGBsplitRnaseq_64","RNU7-157P"
"RNY1P1","c1_HuAgeGBsplitRnaseq_64","RNY1P1"
"RNY1P8","c1_HuAgeGBsplitRnaseq_64","RNY1P8"
"RNY4P30","c1_HuAgeGBsplitRnaseq_64","RNY4P30"
"RPL10P14","c1_HuAgeGBsplitRnaseq_64","RPL10P14"
"RPL10P17","c1_HuAgeGBsplitRnaseq_64","RPL10P17"
"RPL18AP15","c1_HuAgeGBsplitRnaseq_64","RPL18AP15"
"RPL21P108","c1_HuAgeGBsplitRnaseq_64","RPL21P108"
"RPL21P3","c1_HuAgeGBsplitRnaseq_64","RPL21P3"
"RPL22P12","c1_HuAgeGBsplitRnaseq_64","RPL22P12"
"RPL23AP46","c1_HuAgeGBsplitRnaseq_64","RPL23AP46"
"RPL23AP61","c1_HuAgeGBsplitRnaseq_64","RPL23AP61"
"RPL23AP75","c1_HuAgeGBsplitRnaseq_64","RPL23AP75"
"RPL27AP","c1_HuAgeGBsplitRnaseq_64","RPL27AP"
"RPL7L1P5","c1_HuAgeGBsplitRnaseq_64","RPL7L1P5"
"RPL7P6","c1_HuAgeGBsplitRnaseq_64","RPL7P6"
"RPLP0P11","c1_HuAgeGBsplitRnaseq_64","RPLP0P11"
"RPS16P8","c1_HuAgeGBsplitRnaseq_64","RPS16P8"
"RPS23P2","c1_HuAgeGBsplitRnaseq_64","RPS23P2"
"RPS29P4","c1_HuAgeGBsplitRnaseq_64","RPS29P4"
"RPS3AP9","c1_HuAgeGBsplitRnaseq_64","RPS3AP9"
"RRH","c1_HuAgeGBsplitRnaseq_64","RRH"
"RRN3P1","c1_HuAgeGBsplitRnaseq_64","RRN3P1"
"RSL24D1P1","c1_HuAgeGBsplitRnaseq_64","RSL24D1P1"
"SDHAF3","c1_HuAgeGBsplitRnaseq_64","SDHAF3"
"SEMA6A","c1_HuAgeGBsplitRnaseq_64","SEMA6A"
"SEMA6A-AS2","c1_HuAgeGBsplitRnaseq_64","SEMA6A-AS2"
"SEMA6D","c1_HuAgeGBsplitRnaseq_64","SEMA6D"
"SETP20","c1_HuAgeGBsplitRnaseq_64","SETP20"
"SH3BP1","c1_HuAgeGBsplitRnaseq_64","SH3BP1"
"SIAH1P1","c1_HuAgeGBsplitRnaseq_64","SIAH1P1"
"SKOR2","c1_HuAgeGBsplitRnaseq_64","SKOR2"
"SLC13A1","c1_HuAgeGBsplitRnaseq_64","SLC13A1"
"SLC25A6P1","c1_HuAgeGBsplitRnaseq_64","SLC25A6P1"
"SLC46A2","c1_HuAgeGBsplitRnaseq_64","SLC46A2"
"SLC7A4","c1_HuAgeGBsplitRnaseq_64","SLC7A4"
"SMIM23","c1_HuAgeGBsplitRnaseq_64","SMIM23"
"SNRPCP1","c1_HuAgeGBsplitRnaseq_64","SNRPCP1"
"SOX30","c1_HuAgeGBsplitRnaseq_64","SOX30"
"SPIN2A","c1_HuAgeGBsplitRnaseq_64","SPIN2A"
"SPIN2B","c1_HuAgeGBsplitRnaseq_64","SPIN2B"
"SPIN3","c1_HuAgeGBsplitRnaseq_64","SPIN3"
"SPRR2G","c1_HuAgeGBsplitRnaseq_64","SPRR2G"
"SPTLC1P3","c1_HuAgeGBsplitRnaseq_64","SPTLC1P3"
"SRI","c1_HuAgeGBsplitRnaseq_64","SRI"
"STK32B","c1_HuAgeGBsplitRnaseq_64","STK32B"
"SUMO2P4","c1_HuAgeGBsplitRnaseq_64","SUMO2P4"
"SUV39H1","c1_HuAgeGBsplitRnaseq_64","SUV39H1"
"SYF2P2","c1_HuAgeGBsplitRnaseq_64","SYF2P2"
"SYK","c1_HuAgeGBsplitRnaseq_64","SYK"
"TBC1D3E","c1_HuAgeGBsplitRnaseq_64","TBC1D3E"
"TCAM1P","c1_HuAgeGBsplitRnaseq_64","TCAM1P"
"TIMM8BP2","c1_HuAgeGBsplitRnaseq_64","TIMM8BP2"
"TLL1","c1_HuAgeGBsplitRnaseq_64","TLL1"
"TLX1","c1_HuAgeGBsplitRnaseq_64","TLX1"
"TLX1NB","c1_HuAgeGBsplitRnaseq_64","TLX1NB"
"TM4SF1-AS1","c1_HuAgeGBsplitRnaseq_64","TM4SF1-AS1"
"TMEM106B","c1_HuAgeGBsplitRnaseq_64","TMEM106B"
"TMEM184A","c1_HuAgeGBsplitRnaseq_64","TMEM184A"
"TMEM196","c1_HuAgeGBsplitRnaseq_64","TMEM196"
"TNFRSF13B","c1_HuAgeGBsplitRnaseq_64","TNFRSF13B"
"TNFRSF18","c1_HuAgeGBsplitRnaseq_64","TNFRSF18"
"TNFRSF1A","c1_HuAgeGBsplitRnaseq_64","TNFRSF1A"
"TP53AIP1","c1_HuAgeGBsplitRnaseq_64","TP53AIP1"
"TPRKBP1","c1_HuAgeGBsplitRnaseq_64","TPRKBP1"
"TRAJ13","c1_HuAgeGBsplitRnaseq_64","TRAJ13"
"TRAJ24","c1_HuAgeGBsplitRnaseq_64","TRAJ24"
"TRAJ52","c1_HuAgeGBsplitRnaseq_64","TRAJ52"
"TRAPPC13P1","c1_HuAgeGBsplitRnaseq_64","TRAPPC13P1"
"TRAV24","c1_HuAgeGBsplitRnaseq_64","TRAV24"
"TRBV12-2","c1_HuAgeGBsplitRnaseq_64","TRBV12-2"
"TRBV12-3","c1_HuAgeGBsplitRnaseq_64","TRBV12-3"
"TRBV30","c1_HuAgeGBsplitRnaseq_64","TRBV30"
"TREML5P","c1_HuAgeGBsplitRnaseq_64","TREML5P"
"TSPAN1","c1_HuAgeGBsplitRnaseq_64","TSPAN1"
"TSPY2","c1_HuAgeGBsplitRnaseq_64","TSPY2"
"TUBB7P","c1_HuAgeGBsplitRnaseq_64","TUBB7P"
"U2AF1","c1_HuAgeGBsplitRnaseq_64","U2AF1"
"U2AF1L5","c1_HuAgeGBsplitRnaseq_64","U2AF1L5"
"UBBP3","c1_HuAgeGBsplitRnaseq_64","UBBP3"
"UBQLN1P1","c1_HuAgeGBsplitRnaseq_64","UBQLN1P1"
"UPK3B","c1_HuAgeGBsplitRnaseq_64","UPK3B"
"UTS2","c1_HuAgeGBsplitRnaseq_64","UTS2"
"VASH2","c1_HuAgeGBsplitRnaseq_64","VASH2"
"VAT1L","c1_HuAgeGBsplitRnaseq_64","VAT1L"
"VAX1","c1_HuAgeGBsplitRnaseq_64","VAX1"
"VCX3A","c1_HuAgeGBsplitRnaseq_64","VCX3A"
"VCX3B","c1_HuAgeGBsplitRnaseq_64","VCX3B"
"VDAC1P10","c1_HuAgeGBsplitRnaseq_64","VDAC1P10"
"VEGFC","c1_HuAgeGBsplitRnaseq_64","VEGFC"
"VHLL","c1_HuAgeGBsplitRnaseq_64","VHLL"
"VN1R80P","c1_HuAgeGBsplitRnaseq_64","VN1R80P"
"VPS13A","c1_HuAgeGBsplitRnaseq_64","VPS13A"
"WDR11-AS1","c1_HuAgeGBsplitRnaseq_64","WDR11-AS1"
"WNT8B","c1_HuAgeGBsplitRnaseq_64","WNT8B"
"YAP1P1","c1_HuAgeGBsplitRnaseq_64","YAP1P1"
"YBX3","c1_HuAgeGBsplitRnaseq_64","YBX3"
"YIPF7","c1_HuAgeGBsplitRnaseq_64","YIPF7"
"Z98885.2","c1_HuAgeGBsplitRnaseq_64","Z98885.2"
"ZNF22","c1_HuAgeGBsplitRnaseq_64","ZNF22"
"ZNF732","c1_HuAgeGBsplitRnaseq_64","ZNF732"
"ZNF876P","c1_HuAgeGBsplitRnaseq_64","ZNF876P"
"ZNF965P","c1_HuAgeGBsplitRnaseq_64","ZNF965P"
"ZRANB2-AS1","c1_HuAgeGBsplitRnaseq_64","ZRANB2-AS1"
"ABCB4","c1_HuAgeGBsplitRnaseq_65","ABCB4"
"AC002386.1","c1_HuAgeGBsplitRnaseq_65","AC002386.1"
"AC003043.1","c1_HuAgeGBsplitRnaseq_65","AC003043.1"
"AC003070.2","c1_HuAgeGBsplitRnaseq_65","AC003070.2"
"AC004066.2","c1_HuAgeGBsplitRnaseq_65","AC004066.2"
"AC004865.2","c1_HuAgeGBsplitRnaseq_65","AC004865.2"
"AC005005.1","c1_HuAgeGBsplitRnaseq_65","AC005005.1"
"AC005090.1","c1_HuAgeGBsplitRnaseq_65","AC005090.1"
"AC005696.3","c1_HuAgeGBsplitRnaseq_65","AC005696.3"
"AC005722.1","c1_HuAgeGBsplitRnaseq_65","AC005722.1"
"AC005796.1","c1_HuAgeGBsplitRnaseq_65","AC005796.1"
"AC005822.1","c1_HuAgeGBsplitRnaseq_65","AC005822.1"
"AC005972.3","c1_HuAgeGBsplitRnaseq_65","AC005972.3"
"AC006133.1","c1_HuAgeGBsplitRnaseq_65","AC006133.1"
"AC006445.1","c1_HuAgeGBsplitRnaseq_65","AC006445.1"
"AC006499.1","c1_HuAgeGBsplitRnaseq_65","AC006499.1"
"AC006499.8","c1_HuAgeGBsplitRnaseq_65","AC006499.8"
"AC006960.2","c1_HuAgeGBsplitRnaseq_65","AC006960.2"
"AC006967.2","c1_HuAgeGBsplitRnaseq_65","AC006967.2"
"AC007115.1","c1_HuAgeGBsplitRnaseq_65","AC007115.1"
"AC007448.1","c1_HuAgeGBsplitRnaseq_65","AC007448.1"
"AC007993.1","c1_HuAgeGBsplitRnaseq_65","AC007993.1"
"AC008121.1","c1_HuAgeGBsplitRnaseq_65","AC008121.1"
"AC008134.1","c1_HuAgeGBsplitRnaseq_65","AC008134.1"
"AC008429.2","c1_HuAgeGBsplitRnaseq_65","AC008429.2"
"AC008440.1","c1_HuAgeGBsplitRnaseq_65","AC008440.1"
"AC008543.4","c1_HuAgeGBsplitRnaseq_65","AC008543.4"
"AC008620.2","c1_HuAgeGBsplitRnaseq_65","AC008620.2"
"AC008817.1","c1_HuAgeGBsplitRnaseq_65","AC008817.1"
"AC009035.1","c1_HuAgeGBsplitRnaseq_65","AC009035.1"
"AC009171.1","c1_HuAgeGBsplitRnaseq_65","AC009171.1"
"AC009237.9","c1_HuAgeGBsplitRnaseq_65","AC009237.9"
"AC009269.1","c1_HuAgeGBsplitRnaseq_65","AC009269.1"
"AC009407.1","c1_HuAgeGBsplitRnaseq_65","AC009407.1"
"AC009500.1","c1_HuAgeGBsplitRnaseq_65","AC009500.1"
"AC009518.1","c1_HuAgeGBsplitRnaseq_65","AC009518.1"
"AC009720.2","c1_HuAgeGBsplitRnaseq_65","AC009720.2"
"AC009902.1","c1_HuAgeGBsplitRnaseq_65","AC009902.1"
"AC009988.1","c1_HuAgeGBsplitRnaseq_65","AC009988.1"
"AC010335.1","c1_HuAgeGBsplitRnaseq_65","AC010335.1"
"AC010401.2","c1_HuAgeGBsplitRnaseq_65","AC010401.2"
"AC010503.3","c1_HuAgeGBsplitRnaseq_65","AC010503.3"
"AC010677.1","c1_HuAgeGBsplitRnaseq_65","AC010677.1"
"AC010834.2","c1_HuAgeGBsplitRnaseq_65","AC010834.2"
"AC010894.5","c1_HuAgeGBsplitRnaseq_65","AC010894.5"
"AC011487.3","c1_HuAgeGBsplitRnaseq_65","AC011487.3"
"AC011506.1","c1_HuAgeGBsplitRnaseq_65","AC011506.1"
"AC011712.1","c1_HuAgeGBsplitRnaseq_65","AC011712.1"
"AC012507.2","c1_HuAgeGBsplitRnaseq_65","AC012507.2"
"AC012629.3","c1_HuAgeGBsplitRnaseq_65","AC012629.3"
"AC015914.2","c1_HuAgeGBsplitRnaseq_65","AC015914.2"
"AC016304.1","c1_HuAgeGBsplitRnaseq_65","AC016304.1"
"AC016724.1","c1_HuAgeGBsplitRnaseq_65","AC016724.1"
"AC017037.4","c1_HuAgeGBsplitRnaseq_65","AC017037.4"
"AC017074.1","c1_HuAgeGBsplitRnaseq_65","AC017074.1"
"AC017079.2","c1_HuAgeGBsplitRnaseq_65","AC017079.2"
"AC021146.1","c1_HuAgeGBsplitRnaseq_65","AC021146.1"
"AC021146.6","c1_HuAgeGBsplitRnaseq_65","AC021146.6"
"AC022145.1","c1_HuAgeGBsplitRnaseq_65","AC022145.1"
"AC022167.3","c1_HuAgeGBsplitRnaseq_65","AC022167.3"
"AC022240.1","c1_HuAgeGBsplitRnaseq_65","AC022240.1"
"AC022254.1","c1_HuAgeGBsplitRnaseq_65","AC022254.1"
"AC022616.5","c1_HuAgeGBsplitRnaseq_65","AC022616.5"
"AC022878.1","c1_HuAgeGBsplitRnaseq_65","AC022878.1"
"AC023078.3","c1_HuAgeGBsplitRnaseq_65","AC023078.3"
"AC023632.4","c1_HuAgeGBsplitRnaseq_65","AC023632.4"
"AC023827.1","c1_HuAgeGBsplitRnaseq_65","AC023827.1"
"AC024288.1","c1_HuAgeGBsplitRnaseq_65","AC024288.1"
"AC024592.2","c1_HuAgeGBsplitRnaseq_65","AC024592.2"
"AC025174.1","c1_HuAgeGBsplitRnaseq_65","AC025174.1"
"AC025181.1","c1_HuAgeGBsplitRnaseq_65","AC025181.1"
"AC025574.1","c1_HuAgeGBsplitRnaseq_65","AC025574.1"
"AC025752.1","c1_HuAgeGBsplitRnaseq_65","AC025752.1"
"AC026422.1","c1_HuAgeGBsplitRnaseq_65","AC026422.1"
"AC026444.1","c1_HuAgeGBsplitRnaseq_65","AC026444.1"
"AC026477.1","c1_HuAgeGBsplitRnaseq_65","AC026477.1"
"AC026748.1","c1_HuAgeGBsplitRnaseq_65","AC026748.1"
"AC027176.3","c1_HuAgeGBsplitRnaseq_65","AC027176.3"
"AC027343.3","c1_HuAgeGBsplitRnaseq_65","AC027343.3"
"AC027506.1","c1_HuAgeGBsplitRnaseq_65","AC027506.1"
"AC034244.2","c1_HuAgeGBsplitRnaseq_65","AC034244.2"
"AC040169.2","c1_HuAgeGBsplitRnaseq_65","AC040169.2"
"AC044839.3","c1_HuAgeGBsplitRnaseq_65","AC044839.3"
"AC044849.1","c1_HuAgeGBsplitRnaseq_65","AC044849.1"
"AC046144.1","c1_HuAgeGBsplitRnaseq_65","AC046144.1"
"AC064853.4","c1_HuAgeGBsplitRnaseq_65","AC064853.4"
"AC067819.1","c1_HuAgeGBsplitRnaseq_65","AC067819.1"
"AC068050.1","c1_HuAgeGBsplitRnaseq_65","AC068050.1"
"AC068802.1","c1_HuAgeGBsplitRnaseq_65","AC068802.1"
"AC068993.1","c1_HuAgeGBsplitRnaseq_65","AC068993.1"
"AC073065.1","c1_HuAgeGBsplitRnaseq_65","AC073065.1"
"AC073072.1","c1_HuAgeGBsplitRnaseq_65","AC073072.1"
"AC073593.1","c1_HuAgeGBsplitRnaseq_65","AC073593.1"
"AC073834.1","c1_HuAgeGBsplitRnaseq_65","AC073834.1"
"AC073941.2","c1_HuAgeGBsplitRnaseq_65","AC073941.2"
"AC078880.3","c1_HuAgeGBsplitRnaseq_65","AC078880.3"
"AC078880.4","c1_HuAgeGBsplitRnaseq_65","AC078880.4"
"AC078880.5","c1_HuAgeGBsplitRnaseq_65","AC078880.5"
"AC078918.1","c1_HuAgeGBsplitRnaseq_65","AC078918.1"
"AC078974.1","c1_HuAgeGBsplitRnaseq_65","AC078974.1"
"AC079112.1","c1_HuAgeGBsplitRnaseq_65","AC079112.1"
"AC079150.2","c1_HuAgeGBsplitRnaseq_65","AC079150.2"
"AC079587.1","c1_HuAgeGBsplitRnaseq_65","AC079587.1"
"AC083906.1","c1_HuAgeGBsplitRnaseq_65","AC083906.1"
"AC084757.4","c1_HuAgeGBsplitRnaseq_65","AC084757.4"
"AC084880.4","c1_HuAgeGBsplitRnaseq_65","AC084880.4"
"AC087385.2","c1_HuAgeGBsplitRnaseq_65","AC087385.2"
"AC090192.2","c1_HuAgeGBsplitRnaseq_65","AC090192.2"
"AC090525.1","c1_HuAgeGBsplitRnaseq_65","AC090525.1"
"AC091170.1","c1_HuAgeGBsplitRnaseq_65","AC091170.1"
"AC091212.1","c1_HuAgeGBsplitRnaseq_65","AC091212.1"
"AC091903.1","c1_HuAgeGBsplitRnaseq_65","AC091903.1"
"AC091912.2","c1_HuAgeGBsplitRnaseq_65","AC091912.2"
"AC091953.4","c1_HuAgeGBsplitRnaseq_65","AC091953.4"
"AC092079.1","c1_HuAgeGBsplitRnaseq_65","AC092079.1"
"AC092168.1","c1_HuAgeGBsplitRnaseq_65","AC092168.1"
"AC092326.1","c1_HuAgeGBsplitRnaseq_65","AC092326.1"
"AC092447.6","c1_HuAgeGBsplitRnaseq_65","AC092447.6"
"AC092580.2","c1_HuAgeGBsplitRnaseq_65","AC092580.2"
"AC092639.1","c1_HuAgeGBsplitRnaseq_65","AC092639.1"
"AC092653.2","c1_HuAgeGBsplitRnaseq_65","AC092653.2"
"AC092810.3","c1_HuAgeGBsplitRnaseq_65","AC092810.3"
"AC092862.1","c1_HuAgeGBsplitRnaseq_65","AC092862.1"
"AC093281.1","c1_HuAgeGBsplitRnaseq_65","AC093281.1"
"AC093325.1","c1_HuAgeGBsplitRnaseq_65","AC093325.1"
"AC096949.1","c1_HuAgeGBsplitRnaseq_65","AC096949.1"
"AC098583.2","c1_HuAgeGBsplitRnaseq_65","AC098583.2"
"AC098614.2","c1_HuAgeGBsplitRnaseq_65","AC098614.2"
"AC098850.2","c1_HuAgeGBsplitRnaseq_65","AC098850.2"
"AC099654.5","c1_HuAgeGBsplitRnaseq_65","AC099654.5"
"AC100823.2","c1_HuAgeGBsplitRnaseq_65","AC100823.2"
"AC100827.2","c1_HuAgeGBsplitRnaseq_65","AC100827.2"
"AC104333.4","c1_HuAgeGBsplitRnaseq_65","AC104333.4"
"AC105031.1","c1_HuAgeGBsplitRnaseq_65","AC105031.1"
"AC105105.3","c1_HuAgeGBsplitRnaseq_65","AC105105.3"
"AC105245.1","c1_HuAgeGBsplitRnaseq_65","AC105245.1"
"AC106771.1","c1_HuAgeGBsplitRnaseq_65","AC106771.1"
"AC106806.1","c1_HuAgeGBsplitRnaseq_65","AC106806.1"
"AC106868.1","c1_HuAgeGBsplitRnaseq_65","AC106868.1"
"AC107032.1","c1_HuAgeGBsplitRnaseq_65","AC107032.1"
"AC107058.1","c1_HuAgeGBsplitRnaseq_65","AC107058.1"
"AC108156.1","c1_HuAgeGBsplitRnaseq_65","AC108156.1"
"AC108482.1","c1_HuAgeGBsplitRnaseq_65","AC108482.1"
"AC108706.1","c1_HuAgeGBsplitRnaseq_65","AC108706.1"
"AC109635.2","c1_HuAgeGBsplitRnaseq_65","AC109635.2"
"AC112191.1","c1_HuAgeGBsplitRnaseq_65","AC112191.1"
"AC113192.3","c1_HuAgeGBsplitRnaseq_65","AC113192.3"
"AC113192.5","c1_HuAgeGBsplitRnaseq_65","AC113192.5"
"AC114781.1","c1_HuAgeGBsplitRnaseq_65","AC114781.1"
"AC114786.3","c1_HuAgeGBsplitRnaseq_65","AC114786.3"
"AC116345.1","c1_HuAgeGBsplitRnaseq_65","AC116345.1"
"AC116353.2","c1_HuAgeGBsplitRnaseq_65","AC116353.2"
"AC116562.2","c1_HuAgeGBsplitRnaseq_65","AC116562.2"
"AC117522.3","c1_HuAgeGBsplitRnaseq_65","AC117522.3"
"AC118469.1","c1_HuAgeGBsplitRnaseq_65","AC118469.1"
"AC120498.8","c1_HuAgeGBsplitRnaseq_65","AC120498.8"
"AC122710.3","c1_HuAgeGBsplitRnaseq_65","AC122710.3"
"AC126335.1","c1_HuAgeGBsplitRnaseq_65","AC126335.1"
"AC127002.1","c1_HuAgeGBsplitRnaseq_65","AC127002.1"
"AC127391.1","c1_HuAgeGBsplitRnaseq_65","AC127391.1"
"AC129492.6","c1_HuAgeGBsplitRnaseq_65","AC129492.6"
"AC134312.5","c1_HuAgeGBsplitRnaseq_65","AC134312.5"
"AC134312.6","c1_HuAgeGBsplitRnaseq_65","AC134312.6"
"AC136604.1","c1_HuAgeGBsplitRnaseq_65","AC136604.1"
"AC136932.1","c1_HuAgeGBsplitRnaseq_65","AC136932.1"
"AC138749.2","c1_HuAgeGBsplitRnaseq_65","AC138749.2"
"AC138894.3","c1_HuAgeGBsplitRnaseq_65","AC138894.3"
"AC140113.2","c1_HuAgeGBsplitRnaseq_65","AC140113.2"
"AC141586.2","c1_HuAgeGBsplitRnaseq_65","AC141586.2"
"AC226150.1","c1_HuAgeGBsplitRnaseq_65","AC226150.1"
"AC233263.6","c1_HuAgeGBsplitRnaseq_65","AC233263.6"
"AC233724.13","c1_HuAgeGBsplitRnaseq_65","AC233724.13"
"AC234775.1","c1_HuAgeGBsplitRnaseq_65","AC234775.1"
"AC234778.2","c1_HuAgeGBsplitRnaseq_65","AC234778.2"
"AC234779.1","c1_HuAgeGBsplitRnaseq_65","AC234779.1"
"AC239798.3","c1_HuAgeGBsplitRnaseq_65","AC239798.3"
"AC239859.6","c1_HuAgeGBsplitRnaseq_65","AC239859.6"
"AC243312.1","c1_HuAgeGBsplitRnaseq_65","AC243312.1"
"AC244197.1","c1_HuAgeGBsplitRnaseq_65","AC244197.1"
"AC245047.5","c1_HuAgeGBsplitRnaseq_65","AC245047.5"
"AC245054.2","c1_HuAgeGBsplitRnaseq_65","AC245054.2"
"AC245102.2","c1_HuAgeGBsplitRnaseq_65","AC245102.2"
"AC245595.1","c1_HuAgeGBsplitRnaseq_65","AC245595.1"
"AC245884.4","c1_HuAgeGBsplitRnaseq_65","AC245884.4"
"AC247036.1","c1_HuAgeGBsplitRnaseq_65","AC247036.1"
"ACOT12","c1_HuAgeGBsplitRnaseq_65","ACOT12"
"ADAM33","c1_HuAgeGBsplitRnaseq_65","ADAM33"
"ADAMTSL1","c1_HuAgeGBsplitRnaseq_65","ADAMTSL1"
"AF013593.1","c1_HuAgeGBsplitRnaseq_65","AF013593.1"
"AF064860.2","c1_HuAgeGBsplitRnaseq_65","AF064860.2"
"AKR1B1P7","c1_HuAgeGBsplitRnaseq_65","AKR1B1P7"
"AL021153.1","c1_HuAgeGBsplitRnaseq_65","AL021153.1"
"AL021407.3","c1_HuAgeGBsplitRnaseq_65","AL021407.3"
"AL021808.1","c1_HuAgeGBsplitRnaseq_65","AL021808.1"
"AL021921.1","c1_HuAgeGBsplitRnaseq_65","AL021921.1"
"AL022237.1","c1_HuAgeGBsplitRnaseq_65","AL022237.1"
"AL022310.1","c1_HuAgeGBsplitRnaseq_65","AL022310.1"
"AL031073.1","c1_HuAgeGBsplitRnaseq_65","AL031073.1"
"AL031679.1","c1_HuAgeGBsplitRnaseq_65","AL031679.1"
"AL031726.1","c1_HuAgeGBsplitRnaseq_65","AL031726.1"
"AL033528.2","c1_HuAgeGBsplitRnaseq_65","AL033528.2"
"AL050321.1","c1_HuAgeGBsplitRnaseq_65","AL050321.1"
"AL078621.1","c1_HuAgeGBsplitRnaseq_65","AL078621.1"
"AL078644.2","c1_HuAgeGBsplitRnaseq_65","AL078644.2"
"AL080312.1","c1_HuAgeGBsplitRnaseq_65","AL080312.1"
"AL096840.1","c1_HuAgeGBsplitRnaseq_65","AL096840.1"
"AL109618.2","c1_HuAgeGBsplitRnaseq_65","AL109618.2"
"AL109741.2","c1_HuAgeGBsplitRnaseq_65","AL109741.2"
"AL121574.1","c1_HuAgeGBsplitRnaseq_65","AL121574.1"
"AL121829.1","c1_HuAgeGBsplitRnaseq_65","AL121829.1"
"AL121916.1","c1_HuAgeGBsplitRnaseq_65","AL121916.1"
"AL132640.3","c1_HuAgeGBsplitRnaseq_65","AL132640.3"
"AL133457.1","c1_HuAgeGBsplitRnaseq_65","AL133457.1"
"AL135901.1","c1_HuAgeGBsplitRnaseq_65","AL135901.1"
"AL136309.1","c1_HuAgeGBsplitRnaseq_65","AL136309.1"
"AL137792.1","c1_HuAgeGBsplitRnaseq_65","AL137792.1"
"AL137802.1","c1_HuAgeGBsplitRnaseq_65","AL137802.1"
"AL138688.2","c1_HuAgeGBsplitRnaseq_65","AL138688.2"
"AL138725.1","c1_HuAgeGBsplitRnaseq_65","AL138725.1"
"AL138749.1","c1_HuAgeGBsplitRnaseq_65","AL138749.1"
"AL138900.3","c1_HuAgeGBsplitRnaseq_65","AL138900.3"
"AL138976.1","c1_HuAgeGBsplitRnaseq_65","AL138976.1"
"AL139351.1","c1_HuAgeGBsplitRnaseq_65","AL139351.1"
"AL139415.2","c1_HuAgeGBsplitRnaseq_65","AL139415.2"
"AL157788.1","c1_HuAgeGBsplitRnaseq_65","AL157788.1"
"AL157884.1","c1_HuAgeGBsplitRnaseq_65","AL157884.1"
"AL159169.3","c1_HuAgeGBsplitRnaseq_65","AL159169.3"
"AL161651.1","c1_HuAgeGBsplitRnaseq_65","AL161651.1"
"AL162431.1","c1_HuAgeGBsplitRnaseq_65","AL162431.1"
"AL353132.1","c1_HuAgeGBsplitRnaseq_65","AL353132.1"
"AL353193.1","c1_HuAgeGBsplitRnaseq_65","AL353193.1"
"AL353637.1","c1_HuAgeGBsplitRnaseq_65","AL353637.1"
"AL354692.1","c1_HuAgeGBsplitRnaseq_65","AL354692.1"
"AL355340.1","c1_HuAgeGBsplitRnaseq_65","AL355340.1"
"AL355432.1","c1_HuAgeGBsplitRnaseq_65","AL355432.1"
"AL355989.2","c1_HuAgeGBsplitRnaseq_65","AL355989.2"
"AL356010.1","c1_HuAgeGBsplitRnaseq_65","AL356010.1"
"AL356102.1","c1_HuAgeGBsplitRnaseq_65","AL356102.1"
"AL356309.3","c1_HuAgeGBsplitRnaseq_65","AL356309.3"
"AL356364.1","c1_HuAgeGBsplitRnaseq_65","AL356364.1"
"AL356441.1","c1_HuAgeGBsplitRnaseq_65","AL356441.1"
