"","HuAgeGBsplit_25....c1_HuAgeGBsplitRnaseq_2034__"
"1","AC016925.1"
"2","AC026785.3"
"3","AC103702.2"
"4","AC124276.1"
"5","AL079352.1"
"6","AL109615.3"
"7","AL121956.1"
"8","AL122034.1"
"9","AL135924.2"
"10","AL161431.1"
"11","AL355482.2"
"12","AL356310.1"
"13","AL359263.1"
"14","ALPI"
"15","ASNSP4"
"16","BIN2P2"
"17","CD55"
"18","CGA"
"19","CYCSP43"
"20","DEFB116"
"21","FGFBP1"
"22","H2BFWT"
"23","HYAL1"
"24","INSL4"
"25","KRT18"
"26","KRT8"
"27","LINC00942"
"28","LINP1"
"29","LY6K"
"30","LYPD3"
"31","MARCOL"
"32","OR10Z1"
"33","OR11G1P"
"34","OR11H4"
"35","OR2V1"
"36","OR4D2"
"37","OR4K5"
"38","OR5J1P"
"39","OR9Q2"
"40","PPIAP62"
"41","PSG4"
"42","RHOV"
"43","RPL24P7"
"44","SUMO2P6"
"45","TEX19"
"46","TMEM105"
"47","TPD52L3"
"48","TRHR"
"49","TRIML2"
"50","Z98259.1"
