"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_70__"
"1","AC096720.2"
"2","AC104137.1"
"3","ACSM4"
"4","AL049757.1"
"5","AL355870.1"
"6","AP000282.1"
"7","AP000289.1"
"8","ATP10D"
"9","BX005266.3"
"10","CAV1"
"11","CAV2"
"12","DLL1"
"13","DYNLL1P1"
"14","EPHA5"
"15","FAM213AP2"
"16","GLRA3"
"17","GNG11"
"18","HSPA9P1"
"19","KCNK7"
"20","KISS1"
"21","LIMD1"
"22","LTBP1"
"23","MAGI3"
"24","METTL8"
"25","ONECUT2"
"26","PFN1P3"
"27","RASD1"
"28","RBM43"
"29","RIPOR2"
"30","RNF17"
"31","SHROOM4"
"32","SRPX2"
"33","ST8SIA3"
"34","SYTL4"
"35","TECTB"
"36","Z97205.2"
