"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_34__"
"1","ABCG1"
"2","AC007728.2"
"3","AC097658.2"
"4","AC114947.2"
"5","AC144652.1"
"6","ACAT2"
"7","AL021407.1"
"8","AL121987.2"
"9","AP001626.1"
"10","ARID5A"
"11","C9orf106"
"12","CBS"
"13","CCL8"
"14","CD300LB"
"15","CD69"
"16","DHCR24"
"17","DHCR7"
"18","DNAJC28"
"19","ELOVL5"
"20","F3"
"21","FADS2"
"22","FDFT1"
"23","FDPS"
"24","FGFBP3"
"25","GDF10"
"26","HCST"
"27","HERPUD1"
"28","HMGCR"
"29","HMGCS1"
"30","HSD17B7"
"31","IDI1"
"32","INSIG1"
"33","KLF13"
"34","LDLR"
"35","LINC00836"
"36","LINC00846"
"37","LSS"
"38","MSMO1"
"39","MTHFD2"
"40","MVD"
"41","MYLIP"
"42","NAP1L6"
"43","NPAS2"
"44","NSDHL"
"45","OLMALINC"
"46","OSBPL11"
"47","P2RY8"
"48","PDE9A"
"49","PIM1"
"50","PNPLA3"
"51","RBM47"
"52","RIN3"
"53","RN7SL138P"
"54","SCD"
"55","SDS"
"56","SERPINB9"
"57","SIK1B"
"58","SLC38A1"
"59","SOCS3"
"60","SQLE"
"61","STX11"
"62","TCP10L"
"63","TMEM97"
