"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"RBM3",2.42767183353899,7.92363415052425,41.7841524785548,1.01926213389963e-10,2.78088685532283e-07,"PGBCbyQGBC",5.38024486319148
"HMGN2P17",3.6284362502427,4.38737898255831,25.8953839982777,3.60430007027923e-07,0.000159492691680805,"PGBCbyQGBC",12.3671078646691
"PHLDA2",2.58893105172389,6.30489627088417,24.8898832405026,6.07001328770441e-07,0.000254784916717234,"PGBCbyQGBC",6.01652746099572
"RNU6-307P",4.96889602263497,2.09811612169724,24.2935774617133,8.27143976824085e-07,0.000321350765578623,"PGBCbyQGBC",31.3174756302575
"COTL1",2.98171105142399,4.17315517510326,23.8444457591216,1.04442802998176e-06,0.000371680148930464,"PGBCbyQGBC",7.89922464567283
"PSMC3",1.51823533186289,6.98667610281834,23.7381112286077,1.10375070569376e-06,0.000384434022387381,"PGBCbyQGBC",2.86440468489217
"CTPS1",1.77244323756156,4.48720344380779,23.01181461849,1.61008873194853e-06,0.000504557152793492,"PGBCbyQGBC",3.41632028855752
"HSD17B10",1.77193306119018,6.93792768261429,22.938750202406,1.67246117549697e-06,0.000504557152793492,"PGBCbyQGBC",3.41511239797626
"DEPDC1",2.78502687053768,3.95744327894011,22.506073266708,2.09480250203206e-06,0.000612355659969015,"PGBCbyQGBC",6.89249765090591
"TFDP1",1.67167757998766,4.34490293706668,22.2806051680496,2.35573956850926e-06,0.000660684954932197,"PGBCbyQGBC",3.18584831778719
"MANF",1.58624578686806,6.73721254902737,22.082243185188,2.6121489169761e-06,0.000686080546246318,"PGBCbyQGBC",3.00266970570755
"MCM2",2.74628500888762,5.35297370659734,21.8856879607076,2.89384182664262e-06,0.000728802933879072,"PGBCbyQGBC",6.70987090044541
"FZD6",6.35565190720029,4.11005706523583,21.6112649188775,3.33885070991204e-06,0.000795774286615574,"PGBCbyQGBC",81.89207322016
"PIF1",2.05981732839382,3.60110200500736,21.5810318600586,3.39189815964643e-06,0.000795774286615574,"PGBCbyQGBC",4.16933509578267
"RPN2",1.50553007738946,5.66100558215748,21.4424732287689,3.64604430469451e-06,0.000808311271883331,"PGBCbyQGBC",2.83928973728845
"NDN",6.96287020207349,5.85014616757886,21.4247346648049,3.67993141437587e-06,0.000808311271883331,"PGBCbyQGBC",124.747768808877
"LY6E",5.60889634157711,5.758780124482,21.2069871210012,4.1225886052193e-06,0.000876451629447271,"PGBCbyQGBC",48.802946260009
"MCM6",2.18742085052607,5.0168935456961,20.7677850980007,5.18478195141751e-06,0.00103926659365939,"PGBCbyQGBC",4.55490463992445
"SYNCRIP",1.52107675486591,4.77517963908316,20.7600170241798,5.20585587538605e-06,0.00103926659365939,"PGBCbyQGBC",2.87005175884758
"SHCBP1",2.61216503268652,3.50393395568998,20.3926105150029,6.30728742456368e-06,0.0012147093545895,"PGBCbyQGBC",6.11420545889076
"CENPW",2.13422535665208,3.56026769912574,20.3569808929162,6.42582344055393e-06,0.00121513379222423,"PGBCbyQGBC",4.39001344025078
"SPDL1",1.61787437729127,4.292613087585,20.3062451670012,6.59848562383641e-06,0.00121513379222423,"PGBCbyQGBC",3.06922492752441
"AURKA",2.24432430248653,4.13888037993329,20.3039491645157,6.60640852217206e-06,0.00121513379222423,"PGBCbyQGBC",4.73815141370982
"AL031985.3",2.37224105496832,3.94503760336617,20.1454173381965,7.17719971510934e-06,0.00124439977977718,"PGBCbyQGBC",5.17744762763766
"THBS1",5.79908140698781,5.19160260833829,20.1232971581793,7.26068542853828e-06,0.00124439977977718,"PGBCbyQGBC",55.6797723285668
"FAM83D",2.24178711166488,3.61107389509355,20.112705826104,7.30100354889043e-06,0.00124439977977718,"PGBCbyQGBC",4.72982600240404
