"","QSVZbyPSVZ","AveExpr","F","P.Value","adj.P.Val"
"Vars2",-1.19831552976459,3.18412026560345,2.1328073496161,0.212248819119627,0.779057067432893
"Myo9b",-1.31680193997734,6.204255624182,2.13261228167716,0.212266135519192,0.779057067432893
"Taf10",-1.58836872775712,9.76537399418644,2.12968487479509,0.2125262675388,0.779057067432893
"Ptprt",2.08789779446127,5.41901795112365,2.12840732310389,0.212639946609531,0.779057067432893
"Snx13",2.19073714167757,5.87947119045766,2.12825057365547,0.212653900966671,0.779057067432893
"Iba57",0.428960382596057,2.53640828618539,2.12801777177828,0.21267462837985,0.779057067432893
"Prosc",1.83802440854599,7.18979790829003,2.12711507328285,0.2127550293236,0.779057067432893
"Ppp1ca",-1.01035855666647,10.4058087700516,2.12677564455912,0.21278527350523,0.779057067432893
"Tmem192",2.79480800687371,4.45237297899542,2.12655360050235,0.212805061939574,0.779057067432893
"Zfp27",-2.09017928042881,4.26962415127066,2.12624111802497,0.212832915017764,0.779057067432893
"2610203C20Rik",1.26633814022773,7.57948070634089,2.12577432563362,0.212874532999076,0.779057067432893
"Sh3rf1",-1.03755040778047,3.62206029141917,2.12570610909484,0.212880616061163,0.779057067432893
"Zc3h15",-1.12273179408125,9.62702574380973,2.12528816303146,0.212917891371341,0.779057067432893
"Plin2",1.13500018068801,7.32045386559571,2.12474217321329,0.212966601728785,0.779057067432893
"Xpot",-1.77882331296932,6.45102310280568,2.12404008639416,0.213029263602693,0.779057067432893
"Mapkapk3",2.26365268301263,6.51342592049663,2.12403754737577,0.21302949026414,0.779057067432893
"Ykt6",-0.600570143471316,9.45494273426044,2.1229255885161,0.21312879216258,0.779057067432893
"D030029J20Rik",0.941908922659239,5.77356430952233,2.12134909252328,0.213269701756031,0.779057067432893
"Dnajc4",0.726768421620021,7.19061291019582,2.1201069248274,0.213380830204861,0.779057067432893
"Fbxw11",0.907460588488052,9.94504471587858,2.11894812936093,0.213484580749389,0.779057067432893
"2410127L17Rik",-1.6908570379388,8.41831127731762,2.11723189426882,0.213638384160049,0.779057067432893
"Vamp2",1.22587942547769,10.4047426878648,2.11662306143341,0.213692987012922,0.779057067432893
"Lmbr1l",0.365620513084193,2.76777275726326,2.11580066289117,0.213766777712062,0.779057067432893
"4930553P13Rik",-0.365620513084193,2.76777275726326,2.11580066289115,0.213766777712064,0.779057067432893
"Trap1",-0.30401771953605,8.89356439024482,2.11192993189306,0.214114614219499,0.779057067432893
"Krr1",-1.78007739538723,7.7076235566867,2.11146710729976,0.214156263812303,0.779057067432893
"Cct4",-1.54003136388359,9.93519703511051,2.11115366798581,0.214184477348355,0.779057067432893
"Hnrnpa1",-1.08137167666873,9.1103360410452,2.10862569811576,0.214412237495735,0.779057067432893
"Golga7",0.500353048217242,10.2637771138845,2.10835258992305,0.214436865922565,0.779057067432893
"Zfp207",-1.34168266378996,9.00967905221128,2.10832687931885,0.214439184686289,0.779057067432893
"2610316D01Rik",-1.95786352881745,3.62447774407624,2.10726805227131,0.214534710928039,0.779057067432893
"Wdr36",-2.47405461485428,6.00266604305357,2.10625885966588,0.214625820575287,0.779057067432893
"2900011O08Rik",1.54751218365112,3.85994476978887,2.1054319632805,0.214700517252905,0.779057067432893
"Acot11",1.75945535319659,4.10180234419936,2.10421313965273,0.214810691655519,0.779057067432893
"BC031361",1.25675124569451,3.43573054490485,2.10271638680385,0.2149461090784,0.779057067432893
"Zyx",1.45328415390831,5.82275043057748,2.1014345385593,0.215062188365886,0.779057067432893
"Gm10033",-1.26280422864876,4.93305150179664,2.10109843796686,0.21509264042637,0.779057067432893
"Rad54b",-1.13857579962971,3.30251201476031,2.10096408004843,0.215104815661472,0.779057067432893
"Mapk9",-1.7576490749831,8.19313056898974,2.10024140116811,0.2151703216415,0.779057067432893
"A530064N14Rik",-0.670468254424083,3.1326732681383,2.10002655408097,0.215189802045839,0.779057067432893
"Sntb1",0.99701140624749,3.30586062518134,2.09747724149785,0.215421159577188,0.779057067432893
"Gm3650",0.849177000053183,8.78743071914167,2.09465479725516,0.215677754540884,0.779057067432893
"1700109H08Rik",-0.51328792279537,3.76275239729464,2.09456285178637,0.215686121482757,0.779057067432893
"Jmjd8",-1.4806921323191,9.13811897632291,2.09430646010794,0.215709455515894,0.779057067432893
"Pou3f2",-1.04257833104647,8.33095225556024,2.09353280816525,0.215779888776013,0.779057067432893
"Ptprg",-1.21740445003731,6.4492200504287,2.09334113924266,0.215797343821014,0.779057067432893
"Gbe1",-0.738561554274997,3.3692807771375,2.09299367271973,0.215828992735804,0.779057067432893
"Map3k1",-1.04574255930753,5.78288314998234,2.09290390331166,0.215837170532832,0.779057067432893
"Thap11",0.988209145809748,7.43743107835924,2.09286611290975,0.215840613299566,0.779057067432893
"Kdelr3",1.42499161580397,3.29745830862314,2.0918855449317,0.21592997439532,0.779057067432893
"Gna12",1.0781821625871,8.13970701240518,2.09031658870201,0.216073075811042,0.779057067432893
"Gm14321",0.389975000480773,3.06655744827879,2.08937300483579,0.216159209047536,0.779057067432893
"Susd4",0.372852203450633,2.77138860244648,2.08721830567068,0.21635609628044,0.779057067432893
"9530034D02Rik",0.372852203450633,2.77138860244648,2.08721830567068,0.21635609628044,0.779057067432893
"Kat5",-1.46594845873085,4.22623431737513,2.08643568229207,0.216427677909439,0.779057067432893
"Glmn",0.398268307141421,3.89721504317371,2.08587584479448,0.216478905247469,0.779057067432893
"Mad2l1bp",-0.696867516260299,2.93339625885131,2.08543399068137,0.216519349916049,0.779057067432893
"Cdc45",-0.696867516260299,2.93339625885131,2.08543399068137,0.216519349916049,0.779057067432893
"Snap29",1.57842102751601,5.38750142331366,2.08525056708735,0.216536142850176,0.779057067432893
"Tmem87a",0.904467968520345,8.08330102304127,2.08392317551982,0.216657729405745,0.779057067432893
"Nme4",-3.68182069051604,6.94228947294109,2.08369768339068,0.216678394576668,0.779057067432893
"Gtf3a",-2.11994690776276,7.17653611314466,2.08283363141098,0.216757608709433,0.779057067432893
"C1galt1",1.87408816353853,4.09276163366971,2.08208739401786,0.216826058038919,0.779057067432893
"Apoc3",2.11637018313499,3.64314759228865,2.08102727628267,0.216923355986327,0.779057067432893
"Rgs10",-0.824249388834124,3.25069130717841,2.08067012692952,0.216956150517099,0.779057067432893
"Bcl10",-1.28862378677542,6.94291771718853,2.08023305116116,0.216996294595523,0.779057067432893
"Fbrs",2.02014147183259,6.61539444335225,2.07866342295043,0.217140555175274,0.779057067432893
"Rbbp7",-0.772233681796758,10.9311519111472,2.07788762945438,0.217211911335315,0.779057067432893
"Arhgef28",0.804176881222757,3.23270613938794,2.07768579034488,0.21723048211353,0.779057067432893
"Slc30a9",0.987214952392788,8.24141621343833,2.0766475078276,0.217326051160532,0.779057067432893
"Slc35a3",-2.32741622027936,7.83791821599794,2.07601182582326,0.217384594903524,0.779057067432893
"Zfp804a",1.12113491028784,3.14552995586508,2.07534033678913,0.217446462900464,0.779057067432893
"Dvl3",-2.15866153042482,8.44033650778835,2.07468750986791,0.217506637641317,0.779057067432893
"Tbxa2r",0.22602396837088,2.61029634962867,2.074465143276,0.217527140322546,0.779057067432893
"Cdadc1",0.22602396837088,2.61029634962867,2.074465143276,0.217527140322546,0.779057067432893
"Sirt3",0.888341243007292,6.82551610702259,2.07419389733963,0.217552153844155,0.779057067432893
"Tra2a",-0.591335364755678,5.95877671470703,2.07340588739349,0.217624847174106,0.779057067432893
"Atp10a",-1.48087879203143,3.32540189673688,2.07338478392046,0.217626794471782,0.779057067432893
"Nrip3",0.58354684368776,3.02499753678933,2.0707836644583,0.217867016798956,0.779057067432893
"Myh10",-0.804176881222753,2.98705094133254,2.07051614293814,0.21789174665911,0.779057067432893
"Rpl39",-0.238240461500406,7.20777271950216,2.06982462105692,0.217955691565391,0.779057067432893
"Dhtkd1",1.43060633281206,5.07550166278112,2.067405089869,0.218179654493339,0.779057067432893
"Clint1",-1.03487279334975,9.52269519421612,2.06618997427033,0.218292265901452,0.779057067432893
"Neto1",0.285203363554943,2.80169498961078,2.06607245126715,0.218303162183955,0.779057067432893
"Jazf1",0.823052417449007,3.3473111827437,2.06583633133493,0.21832505687066,0.779057067432893
"Mgp",0.304852748126473,3.85859989464697,2.06390593815037,0.218504184267265,0.779057067432893
"Numbl",-0.905474938575124,3.38852244330676,2.06157337150991,0.21872093510471,0.779057067432893
"Usp32",0.832721042127997,6.32934967391756,2.06081739132088,0.218791255223625,0.779057067432893
"Palmd",1.85746548869127,3.90761205734649,2.05998659179177,0.218868575401542,0.779057067432893
"Cyc1",0.549627061169621,10.0055061946337,2.05970842173776,0.218894473384451,0.779057067432893
"Ndufb2",0.73485175021438,8.43059998949137,2.05970688376845,0.218894616584554,0.779057067432893
"Sdc3",1.18992583917201,6.0277870295515,2.0591879092576,0.218942946531784,0.779057067432893
"Dhodh",1.99139185164041,5.03879026480186,2.05918693515192,0.218943037261784,0.779057067432893
"Klhl2",1.68016706388964,8.09921597278301,2.05890218707314,0.218969561725558,0.779057067432893
"Pacsin1",1.94627914518911,4.22569550524697,2.05807393127724,0.219046742637913,0.779057067432893
"Uchl5",-1.84909749006923,8.38365110464178,2.05804614611863,0.219049332526441,0.779057067432893
"Slc35e3",-1.75243586279115,7.9783654366614,2.05760009892641,0.219090915636536,0.779057067432893
"Lmnb2",-1.66193797100177,5.07992954088369,2.0575347060223,0.219097012972767,0.779057067432893
"Vac14",-1.00475138490444,5.66481303391599,2.0561172755414,0.219229241159536,0.779057067432893
"Tbl1x",-0.384699092287535,10.7257057083472,2.05447014375387,0.219383053232967,0.779057067432893
"A530017D24Rik",-0.841629026424828,4.58542836440928,2.05444221502561,0.219385662711178,0.779057067432893
"Traf3ip2",1.07873767885737,5.34671970465205,2.05366210475894,0.219458570602017,0.779057067432893
"Lmbr1",0.44338286723078,3.45473764204069,2.05309316401347,0.219511766642007,0.779057067432893
"Nr4a2",-0.220988337574143,2.97214833569413,2.04851018779633,0.219941006724759,0.779057067432893
"Trub2",-1.64972756132105,9.83074376580371,2.04778741270954,0.220008820579744,0.779057067432893
"Aldh5a1",0.811049238698587,9.10975505307361,2.04570203457695,0.220204661788641,0.779057067432893
"6820402I19Rik",2.54702350852494,3.85847425498363,2.04534346185825,0.220238363205792,0.779057067432893
"Arcn1",0.416337325592572,9.69616761650501,2.04497846012206,0.220272677099361,0.779057067432893
"9230114K14Rik",0.31781913802099,2.8180028768438,2.04344184452396,0.220417225768737,0.779057067432893
"4933425L06Rik",-2.03210971993595,4.18399677263323,2.04307985012278,0.220451299845279,0.779057067432893
"Zfp455",1.33180725455831,4.42195432151886,2.03862919742544,0.220870903758795,0.779057067432893
"Taok1",-0.565443564008353,8.75704686382015,2.03809919495777,0.220920954619592,0.779057067432893
"Esrra",0.944845177413554,3.84018519151078,2.03736751617412,0.220990079771571,0.779057067432893
"Elmod2",1.75250005083841,5.15513074176116,2.03564502719034,0.221152944177433,0.779057067432893
"9930104L06Rik",-1.50833000441604,5.01461824004957,2.0289734908777,0.221785513280706,0.779057067432893
"Rrs1",-1.67208037223862,6.7156519747752,2.02824080805942,0.221855154734406,0.779057067432893
"Sepn1",1.45283378387376,7.6896550427288,2.02687496274736,0.221985069009505,0.779057067432893
"Marveld1",2.53930243342859,4.07513311460485,2.02681500674941,0.221990774516546,0.779057067432893
"Gli2",1.60801839900737,8.29312428807577,2.02638260823344,0.222031928989635,0.779057067432893
"Lin54",-1.7861156614923,5.70897466667647,2.0252110595503,0.222143493307835,0.779057067432893
"Zfp760",-1.67271621413513,6.6262054302883,2.02369008394541,0.222288462925669,0.779057067432893
"Hace1",0.435607067499053,3.21780353374953,2.02267326069623,0.222385462023673,0.779057067432893
"Cep290",1.04613212044002,3.87902688431362,2.02225836552042,0.222425059543753,0.779057067432893
"1810055G02Rik",1.44901493324044,6.83938581439312,2.02114325567918,0.222531539761572,0.779057067432893
"BC004004",1.04133590265723,11.8056832970572,2.02107743733432,0.222537827136381,0.779057067432893
"Parp3",2.203630013853,4.0560274594461,2.02061710183847,0.222581808947911,0.779057067432893
"Aatf",-1.55963069742544,5.37651520307566,2.02051796583711,0.222591282462589,0.779057067432893
"Ict1",-1.29782335994873,3.23387418069552,2.01993090326561,0.222647395476366,0.779057067432893
"C80425",2.01776778267602,4.32508741822756,2.01838552430401,0.222795212134108,0.779057067432893
"Cyb561d2",2.51287858196304,5.38758930667703,2.01798758498473,0.222833300034188,0.779057067432893
"AI845619",-1.84234750826399,3.5802670619653,2.01761478386635,0.22286899107202,0.779057067432893
"ND5",0.294272736376234,12.901124355241,2.01640165760849,0.222985194264966,0.779057067432893
"Adcy5",1.80432898040804,5.10777648215102,2.01551026598517,0.223070639133224,0.779057067432893
"Creb3",2.60563402094262,9.19726089265185,2.01076058900361,0.223526781889054,0.779057067432893
"Zfp395",-2.00694188274002,3.72677927518412,2.01070674200448,0.223531961485049,0.779057067432893
"Pten",-0.645977099895918,8.79535942092825,2.01031232202552,0.223569906824672,0.779057067432893
"Cnot4",2.0220658320228,7.17660028334753,2.00943237754175,0.223654598372627,0.779057067432893
"Mppe1",2.53435422951521,6.004447869821,2.00892820385537,0.223703145798974,0.779057067432893
"Asap1",-1.28191058641931,5.10928590641078,2.00807917384485,0.223784936865406,0.779057067432893
"Mesdc2",-1.42896995189516,10.7673948776698,2.00613216047718,0.223972677606832,0.779057067432893
"Atf4",-0.699225453440725,10.2130071795354,2.00590622095881,0.223994479688092,0.779057067432893
"Dmrta1",-0.343048781886507,2.97887931300085,2.00488277588678,0.224093278599154,0.779057067432893
"Pomgnt1",0.424528370710657,6.19521139862499,2.00364635654888,0.224212727573661,0.779057067432893
"Psmc2",-0.63542664060334,9.5098861985228,2.00328180841095,0.224247965038268,0.779057067432893
"Snph",0.636910887300973,2.72806167381578,2.00321505512099,0.22425441838888,0.779057067432893
"Zcchc8",-0.821234216971751,9.11456611586341,2.00315118112532,0.224260593655275,0.779057067432893
"Actn4",1.04849916596796,6.9599486721492,2.00309782263861,0.224265752496871,0.779057067432893
"Slc25a38",1.45410756082698,3.9106360422079,2.0030613813723,0.224269275842345,0.779057067432893
"6030427F01Rik",1.88956268091822,3.52974384118027,2.00268569823059,0.224305604011436,0.779057067432893
"Mef2a",0.929901865819796,5.58152454912888,2.0017250831055,0.224398536145521,0.779057067432893
"Srp19",-0.584877842962303,10.2863522622551,2.00170992160715,0.224400003384246,0.779057067432893
"Ube3a",-0.425570029919003,11.4063331728123,2.00058595974163,0.224508815249158,0.779057067432893
"2510046G10Rik",-1.78546236313187,3.76430112960433,2.00008325294955,0.224557509368955,0.779057067432893
"C79242",1.89002202303252,3.85658088492488,1.99956835313835,0.224607401591708,0.779057067432893
"Fadd",-1.77359757276394,7.22902209357413,1.99951442411259,0.224612628147956,0.779057067432893
"Ifitm1",1.4651780451541,3.45589735639116,1.99888004081312,0.224674123907045,0.779057067432893
"Hey2",2.51953437731228,5.39434248328913,1.9978917437724,0.22476997952656,0.779057067432893
"Alg11",0.661185653069383,9.20470631632094,1.99649694041963,0.224905370816992,0.779057067432893
"Mpst",0.212476640205096,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"Itga4",0.212476640205096,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"4930451I11Rik",0.212476640205096,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"D8Ertd107e",0.212476640205096,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"2900035I09Rik",0.212476640205096,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"AI451250",-0.212476640205097,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"Tmem130",-0.212476640205097,2.839462435048,1.99625433778637,0.22492893281794,0.779057067432893
"Pik3c3",-1.75117383954965,6.12511654776866,1.9935054379274,0.225196179510566,0.779057067432893
"Eri2",-2.35289995854435,5.51864687282372,1.99267105290116,0.225277395800232,0.779057067432893
"Synrg",-1.3254771762872,3.24770108886476,1.99257554609294,0.225286695026436,0.779057067432893
"Tstd2",-0.818835678705883,8.69666064360045,1.99059932649353,0.225479248095761,0.779057067432893
"Gm9905",-0.914000559739419,3.50351739733598,1.98962884960004,0.225573900386679,0.779057067432893
"Klhl4",1.59819210577876,3.38405855361054,1.98891116995904,0.225643936718719,0.779057067432893
"Magi3",0.963530499414234,7.69022705567185,1.9883560118819,0.225698136256154,0.779057067432893
"Amer2",1.08182155843894,3.20000408705278,1.98803127045464,0.225729849839449,0.779057067432893
"Ncdn",1.13206994651336,9.86743094261623,1.98727282477045,0.225803945124558,0.779057067432893
"Fam53c",-0.170136960866381,3.81644889338757,1.98725572984552,0.225805615625605,0.779057067432893
"Mettl20",1.69372692987074,4.22728201780572,1.98631814686962,0.225897264888513,0.779057067432893
"Psmc4",-0.464059031298767,10.8591011930664,1.9861313506651,0.225915531241982,0.779057067432893
"Sun1",1.8983953968955,6.91121749410083,1.98535074201911,0.225991889986198,0.779057067432893
"Ap5z1",0.255178248787659,2.62487348983706,1.98484127535363,0.226041747435306,0.779057067432893
"Agbl5",-0.352501493894589,10.478540814145,1.98434159778197,0.226090663543757,0.779057067432893
"Fbxo41",0.622736709148153,3.04459246951953,1.98306995112181,0.226215226219213,0.779057067432893
"Tyw3",0.752113251086594,2.96101912626446,1.98296378335132,0.226225630593821,0.779057067432893
"Rab11fip4",1.65367015777759,7.46439859859495,1.9797522408443,0.226540712335693,0.779057067432893
"Map1lc3a",1.06719867806827,9.68349969509322,1.97736849574548,0.226775021756084,0.779057067432893
"C1ql1",-2.13041452980914,3.65016976562573,1.97696946638293,0.226814281097106,0.779057067432893
"Klf2",0.846872913558114,3.80300260467533,1.97674168648954,0.226836696446941,0.779057067432893
"5830427D02Rik",1.63208930759839,5.09849136998623,1.97665960560687,0.226844774703268,0.779057067432893
"Slc25a37",0.510548895396237,3.06262936975572,1.97558307733215,0.226950766224279,0.779057067432893
"Pdia4",0.704920717280906,9.35160898683296,1.97273057757145,0.22723198757488,0.779057067432893
"Arfgap2",1.27447597382428,9.0780570640629,1.97101784368861,0.227401103004869,0.779057067432893
"Iqgap2",-0.759511833124656,2.96471841728349,1.97074947137852,0.227427619872519,0.779057067432893
"Tax1bp1",1.86566796004548,7.81663215505386,1.97020084283013,0.227481842809618,0.779057067432893
"Vps13b",1.22804323784831,8.3232367181689,1.9700426027986,0.227497485985532,0.779057067432893
"Cstf2t",1.1376216981167,8.22145119853267,1.96999364897056,0.227502325766343,0.779057067432893
"Car12",-2.34883160832322,4.17815822263603,1.96990477051048,0.22751111307386,0.779057067432893
"Phax",-2.92183588606458,8.38004746760408,1.96979119820977,0.227522342601766,0.779057067432893
"Slc44a3",0.930668985908052,3.12442780078733,1.96975813963507,0.227525611450043,0.779057067432893
"Pgp",0.438207741323185,7.1676897780535,1.96880448702208,0.227619940610164,0.779057067432893
"Mob1a",-1.49718007366441,7.19062951727716,1.96848603721996,0.227651453182604,0.779057067432893
"Ppm1m",1.56060801332458,3.78030400666229,1.96731238656946,0.227767651878936,0.779057067432893
"Pde2a",2.84875426279026,4.77190092597901,1.96711203299587,0.227787497362208,0.779057067432893
"Mov10",-0.220988337574144,2.84371828373252,1.96581519310875,0.227916017543353,0.779057067432893
"Pom121l12",-0.220988337574144,2.84371828373252,1.96581519310875,0.227916017543353,0.779057067432893
"Tnrc6c",-2.61832295939331,7.71271978322024,1.96570575640136,0.227926868174318,0.779057067432893
"Mcu",2.25688429401227,5.00878737057692,1.9656410363129,0.227933285538984,0.779057067432893
"B4galt1",1.09235252908729,5.06342570095308,1.96498735794781,0.227998117254128,0.779057067432893
"0610007P14Rik",-0.234513999841577,7.81679820656435,1.9644871574795,0.22804774647006,0.779057067432893
"Slc25a23",0.803465706837823,9.55567511124392,1.96360870141927,0.228134946459067,0.779057067432893
"Gart",-1.2936668593228,8.5234955151593,1.96306200880951,0.228189240171144,0.779057067432893
"Dcaf7",-1.20274967894712,9.29400680813163,1.96292437895996,0.228202911785301,0.779057067432893
"Stx6",-1.68009000250953,6.97141766545209,1.96206455719449,0.228288352049954,0.779057067432893
"Ghitm",0.370218999253606,9.43004156683413,1.9617638909228,0.228318240947082,0.779057067432893
"Lcmt2",1.07164787185377,3.55605591315607,1.96140469895599,0.228353955815791,0.779057067432893
"LOC102636518",1.17606695028684,3.17299597586458,1.96075545900555,0.228418532589665,0.779057067432893
"Slc35f2",-1.20430203309968,3.40950593860744,1.95952962741856,0.228540537808946,0.779057067432893
"Tpm3",-0.470919554555543,8.9416563689538,1.95844975091356,0.228648100527736,0.779057067432893
"Vapb",-2.38195267420809,6.15940384736791,1.95765963694625,0.228726851025909,0.779057067432893
"Rnf26",-1.07620431115654,9.05320468020505,1.95762418371632,0.22873038563344,0.779057067432893
"Haus5",-1.09599205417536,4.24420970457022,1.95602018294076,0.2288903900504,0.779057067432893
"Med15",-1.7731389585771,4.03005366317706,1.95245477772008,0.22924667688375,0.779057067432893
"Serpini1",0.898462163471604,3.51469681933697,1.95099766161028,0.229392533834077,0.779057067432893
"Nqo1",1.07941196160145,4.73778393923959,1.95079681353942,0.229412650024536,0.779057067432893
"Ctdsp2",-1.27658516215155,10.7508684446719,1.95051781667856,0.229440597870927,0.779057067432893
"Ddost",0.597637424263983,9.17804713981102,1.95001708198998,0.229490771096608,0.779057067432893
"Trmt61b",-1.20424152876089,5.26073260825148,1.94984609634098,0.229507907645021,0.779057067432893
"Ralb",1.81539814517067,5.72975052952901,1.94865707451531,0.229627129180917,0.779057067432893
"Mpc1",1.09232006370964,9.07778077661464,1.94740184175278,0.229753094450055,0.779057067432893
"Dnal1",-1.07965373746017,5.53058816010133,1.94533385585803,0.229960856435016,0.779057067432893
"Taf11",-1.24061860448561,7.36239364315522,1.94479527786764,0.230015013245392,0.779057067432893
"4930442H23Rik",-0.51911573217335,2.91865117391998,1.94320964667171,0.230174572269736,0.779057067432893
"Gcdh",0.466365318469938,3.53575774159741,1.9426588516563,0.230230038130962,0.779057067432893
"Irak3",0.565441203222949,2.94181390944478,1.94102979090341,0.230394209039665,0.779057067432893
"Kcnj13",1.12617054108458,3.06036963598552,1.94009323132556,0.230488674872847,0.779057067432893
"Prr14l",-1.21257055649227,6.21824359893536,1.93982517305355,0.230515723624915,0.779057067432893
"Dancr",1.9819893725304,4.40498906949664,1.93949196850385,0.230549352949042,0.779057067432893
"Mphosph10",-2.04128068646052,6.38846366168954,1.93943327376468,0.230555277624068,0.779057067432893
"Itsn1",0.838048843104381,6.13937984045795,1.93934473841836,0.230564214873751,0.779057067432893
"Gpn3",-0.944095706249072,6.3972550901512,1.93851467396289,0.230648032493732,0.779057067432893
"Tmem218",0.937581761855324,8.41906885867998,1.93833434015466,0.230666248392096,0.779057067432893
"Gm26549",1.19892931203931,3.18442715674082,1.93762654459607,0.230737766018759,0.779057067432893
"Fam124a",-0.809507839041473,4.33255643357858,1.93706680755877,0.230794347909789,0.779057067432893
"Rmdn3",1.32779820395069,9.63475175856925,1.93618378827667,0.230883653329114,0.779057067432893
"Ubp1",-2.62977411293775,7.01618929973249,1.93454030940566,0.231050012595699,0.779057067432893
"Pqbp1",-1.35815856771791,9.82380997133244,1.9332614222301,0.231179595968455,0.779057067432893
"Brpf1",-0.446930580647479,5.51742485952389,1.93300705680178,0.231205383097221,0.779057067432893
"S1pr2",1.27355058155702,3.22173779149967,1.93260047386007,0.231246611100999,0.779057067432893
"Cadps",-1.27355058155702,3.22173779149967,1.93260047386007,0.231246611101,0.779057067432893
"Rps6kb1",-1.89366169453719,7.11528213343216,1.93219324359851,0.231287916248802,0.779057067432893
"Unc79",-1.82868846927186,5.07585397610971,1.93210543411595,0.231296824227186,0.779057067432893
"Sh3bp4",-0.203811570694113,2.96355995225411,1.93153019854438,0.231355193201639,0.779057067432893
"Gpd2",1.00437659871826,10.1956540038762,1.93067765428717,0.231441742907422,0.779057067432893
"AI314180",0.873454613920933,7.67776104406383,1.9305889899456,0.231450746952101,0.779057067432893
"Ass1",2.18911536348862,5.6173328900663,1.93005533568393,0.231504952184027,0.779057067432893
"Ccdc81",-0.510247369907753,3.63950027125366,1.93000025489702,0.231510548071121,0.779057067432893
"Ppp1r2",-1.64932209714174,9.70336678573877,1.92999410502018,0.23151117287589,0.779057067432893
"Vwa9",-1.8133394244843,6.28136334998113,1.92963506555932,0.231547654522719,0.779057067432893
"Mmp17",2.31182147818354,4.98153030255693,1.92963322877015,0.231547841180137,0.779057067432893
"Glrx5",-2.27068371120027,8.03860090417422,1.92865518708876,0.231647264698831,0.779057067432893
"Drd2",1.6158082456065,3.39286662352441,1.92854853272609,0.231658110754028,0.779057067432893
"Tpgs1",-0.867300575614862,4.12393906471398,1.92719095814318,0.231796236571961,0.779057067432893
"Cc2d1a",-2.12120374332336,4.70445464170267,1.92706185330218,0.231809378982099,0.779057067432893
"Mgat1",1.27294207478331,4.85124002457352,1.92687277974225,0.231828628092766,0.779057067432893
"Mapkbp1",-2.02359287513518,6.58939618919379,1.92669234371085,0.231847000165652,0.779057067432893
"Obsl1",-0.453298648362127,2.63625555434636,1.92586932012734,0.231930829617327,0.779057067432893
"Pex11b",-2.08034758767985,5.75046153709296,1.92468693381994,0.232051344997868,0.779057067432893
"Glrx",0.433522408850418,7.04901817095957,1.92384559099641,0.232137158893931,0.779057067432893
"Pdgfrl",1.64545581505849,5.11184793465512,1.92356116522148,0.232166180494044,0.779057067432893
"Abi2",0.675833555436579,10.1230941749573,1.92258583135049,0.232265742470657,0.779057067432893
"Fam203a",1.77919335698486,6.7084854625134,1.92216900427115,0.232308312474192,0.779057067432893
"4930539J05Rik",1.3276645248981,3.7379630695612,1.9221612752149,0.232309101947653,0.779057067432893
"Dnm3",1.86188602571631,3.59003632069146,1.92173289185368,0.232352865110273,0.779057067432893
"Ybx2",-0.501963643243323,2.57290991650902,1.92049894249128,0.232478995981566,0.779057067432893
"Nploc4",-0.259506646565038,10.7215004510339,1.92049413437355,0.232479487663139,0.779057067432893
"Rab3a",1.55835288692748,5.13640737454149,1.92032585234491,0.232496697327592,0.779057067432893
"Ufl1",-1.97167012622577,7.63796919373032,1.91980994407235,0.232549470019073,0.779057067432893
"Lonp1",-2.29284119585231,6.51848447847371,1.91923154547633,0.232608657149264,0.779057067432893
"Usp36",-1.49744336638597,3.68450665721219,1.91905748221966,0.232626473528821,0.779057067432893
"Timm8a1",-0.973188836906317,10.2034463883781,1.91870433037035,0.232662627210508,0.779057067432893
"Nudt4",-1.90017410741977,6.45002069133196,1.91755285446838,0.232780569764832,0.779057067432893
"Gm2590",1.80749821994081,3.91580698082157,1.91676094359473,0.232861737263552,0.779057067432893
"Rrp8",-2.50121204395548,6.85517656035298,1.91674437986382,0.232863435447622,0.779057067432893
"Ptprn",1.71959369598713,3.44475934871473,1.91441746096614,0.233102193482015,0.779057067432893
"Ssu72",-1.1149033872091,9.47567532019399,1.91414917227741,0.233129746354208,0.779057067432893
"Sh3bp5",0.42709537013,2.79851018578616,1.91315819937352,0.233231562005999,0.779057067432893
"Mrps35",-1.12378400171465,8.51737910466918,1.91311072448857,0.233236441467922,0.779057067432893
"Arpc4",-2.16501997633098,8.28308733151091,1.91272363654053,0.233276232265335,0.779057067432893
"Pole4",-1.03170617413967,7.87750827567802,1.91270633706585,0.233278010816554,0.779057067432893
"Syncrip",-1.57417677956506,5.1478601878486,1.91220102375306,0.23332997120142,0.779057067432893
"Tbcd",-1.82081261053745,6.14531104290958,1.91146502973457,0.233405684394852,0.779057067432893
"Grm1",-0.163069379107527,4.49498457898229,1.9112174009076,0.233431167105002,0.779057067432893
"Tbp",-2.24978512330731,6.73563951809274,1.90785187801209,0.233777934119743,0.779057067432893
"Mdm2",-0.865554238494936,8.04244713860675,1.90699233506276,0.233866626292986,0.779057067432893
