"","NPC","NSC","No_data","8","dentate_gyrus"
"0610009B22Rik",8.01564246437609,7.44935646120934,7.73249946279271,7.73249946279271,7.73249946279271
"0610009L18Rik",1.72976491389488,1.5994851473167,1.66462503060579,1.66462503060579,1.66462503060579
"0610010F05Rik",2.09925518385781,1.6993608250788,1.89930800446831,1.89930800446831,1.89930800446831
"0610040B10Rik",3.37366347600677,2.28132983707652,2.82749665654165,2.82749665654165,2.82749665654165
"1010001B22Rik",5.67589889523705,4.35359207088128,5.01474548305916,5.01474548305916,5.01474548305916
"1110002L01Rik",1.9237764583314,1.6809693040638,1.8023728811976,1.8023728811976,1.8023728811976
"1110002O04Rik",1.08001299043919,0.440702218626608,0.760357604532897,0.760357604532897,0.760357604532897
"1110008F13Rik",1.44013861011595,1.05600467250107,1.24807164130851,1.24807164130851,1.24807164130851
"1110012L19Rik",6.77324656724776,5.8646933840785,6.31896997566313,6.31896997566313,6.31896997566313
"1110017D15Rik",2.44508471306648,0.806979106463867,1.62603190976517,1.62603190976517,1.62603190976517
"1110032A03Rik",5.05411389519418,4.04781711810377,4.55096550664898,4.55096550664898,4.55096550664898
"1110034G24Rik",2.32689778548588,1.75531697195194,2.04110737871891,2.04110737871891,2.04110737871891
"1110038B12Rik",7.42991006473869,5.93474790746974,6.68232898610422,6.68232898610422,6.68232898610422
"1110059E24Rik",3.2931260998286,2.85186767365642,3.07249688674251,3.07249688674251,3.07249688674251
"1110060G06Rik",0.879126837862408,0,0.439563418931204,0.439563418931204,0.439563418931204
"1110065P20Rik",2.17538307296434,1.31907962283254,1.74723134789844,1.74723134789844,1.74723134789844
"1190002N15Rik",3.06283679936556,1.59556165230591,2.32919922583574,2.32919922583574,2.32919922583574
"1190007I07Rik",5.15639716004251,4.48532690407985,4.82086203206118,4.82086203206118,4.82086203206118
"1300002E11Rik",3.88124405254899,3.06592886802695,3.47358646028797,3.47358646028797,3.47358646028797
"1300014J16Rik",1.12664223995499,0,0.563321119977493,0.563321119977493,0.563321119977493
"1300017J02Rik",1.3142779135311,0.245117751337731,0.779697832434415,0.779697832434415,0.779697832434415
"1500002C15Rik",1.02576806762829,0.340021596191455,0.682894831909874,0.682894831909874,0.682894831909874
"1500004A13Rik",1.8414357410188,1.41434885752264,1.62789229927072,1.62789229927072,1.62789229927072
"1500009C09Rik",4.98129353446452,3.86634686529112,4.42382019987782,4.42382019987782,4.42382019987782
"1500011B03Rik",5.28490133665168,4.00521775462317,4.64505954563742,4.64505954563742,4.64505954563742
"1500011K16Rik",8.78824858829999,8.22644577062221,8.5073471794611,8.5073471794611,8.5073471794611
"1500015O10Rik",4.71130568510319,1.42465315513616,3.06797942011968,3.06797942011968,3.06797942011968
"1500026H17Rik",2.16875100648612,0.881421556343892,1.525086281415,1.525086281415,1.525086281415
"1600014C23Rik",1.61048212628481,0.337594545220472,0.974038335752639,0.974038335752639,0.974038335752639
"1600020E01Rik",2.20192791816035,1.47890887336422,1.84041839576228,1.84041839576228,1.84041839576228
"1600023N17Rik",1.22071548747229,0,0.610357743736146,0.610357743736146,0.610357743736146
"1700001L19Rik",1.41053578378503,0.520804007372692,0.965669895578863,0.965669895578863,0.965669895578863
"1700001O22Rik",1.20853279355562,0.62444670377036,0.916489748662989,0.916489748662989,0.916489748662989
"1700001P01Rik",1.76447946832701,0.158096081194915,0.961287774760964,0.961287774760964,0.961287774760964
"1700003E16Rik",1.69376100840609,0.586813697313105,1.1402873528596,1.1402873528596,1.1402873528596
"1700003M07Rik",1.55393625751174,0.836677711596713,1.19530698455423,1.19530698455423,1.19530698455423
"1700007K13Rik",1.10705583352207,0.385248209811485,0.746152021666779,0.746152021666779,0.746152021666779
"1700010K24Rik",1.45159132217073,0.487069448186863,0.969330385178798,0.969330385178798,0.969330385178798
"1700012D14Rik",1.78955381962756,1.53909642267104,1.6643251211493,1.6643251211493,1.6643251211493
"1700013F07Rik",1.38961806087155,0.584531128688891,0.987074594780222,0.987074594780222,0.987074594780222
"1700016J18Rik",3.01142115052696,1.04971923556105,2.030570193044,2.030570193044,2.030570193044
"1700016P03Rik",0.701174082307514,0.321668082620025,0.51142108246377,0.51142108246377,0.51142108246377
"1700018G05Rik",0.79620730954711,0,0.398103654773555,0.398103654773555,0.398103654773555
"1700019D03Rik",2.57579356711429,1.99405075234718,2.28492215973074,2.28492215973074,2.28492215973074
"1700021N21Rik",1.84783837189141,0.0927247438277965,0.970281557859604,0.970281557859604,0.970281557859604
"1700022N22Rik",1.47695785764192,1.05389508016535,1.26542646890363,1.26542646890363,1.26542646890363
"1700023F06Rik",1.63431776101738,0.574453615881166,1.10438568844927,1.10438568844927,1.10438568844927
"1700027H10Rik",0.820960033354133,0.315475517603952,0.568217775479043,0.568217775479043,0.568217775479043
"1700027J19Rik",1.23594070457435,0.0787667827232751,0.657353743648814,0.657353743648814,0.657353743648814
"1700029J07Rik",2.01108998374622,0.96630164399667,1.48869581387144,1.48869581387144,1.48869581387144
"1700030J22Rik",1.63090112730077,0.892904619517341,1.26190287340905,1.26190287340905,1.26190287340905
"1700047M11Rik",3.77740639126899,0.731438557866093,2.25442247456754,2.25442247456754,2.25442247456754
"1700055D18Rik",1.08076420254256,0.275804615267965,0.678284408905262,0.678284408905262,0.678284408905262
"1700056N10Rik",2.34832130134172,1.40007529737811,1.87419829935991,1.87419829935991,1.87419829935991
"1700061G19Rik",1.60584393408214,1.3315224940736,1.46868321407787,1.46868321407787,1.46868321407787
"1700063D05Rik",1.30620934125199,0.380713303016892,0.843461322134443,0.843461322134443,0.843461322134443
"1700066J03Rik",0.982423057082058,0.592931857122053,0.787677457102056,0.787677457102056,0.787677457102056
"1700081N11Rik",1.3555389022926,0,0.677769451146301,0.677769451146301,0.677769451146301
"1700086L19Rik",2.26143125478788,1.47676247757821,1.86909686618304,1.86909686618304,1.86909686618304
"1700086P04Rik",0.992619137935689,0.554533622340041,0.773576380137865,0.773576380137865,0.773576380137865
"1700088E04Rik",1.50494960906311,1.18748755719963,1.34621858313137,1.34621858313137,1.34621858313137
"1700101I11Rik",1.04915196557102,0,0.524575982785511,0.524575982785511,0.524575982785511
"1700109H08Rik",2.76615880734796,2.28996821427346,2.52806351081071,2.52806351081071,2.52806351081071
"1700110C19Rik",1.20548511531927,0.336177840915414,0.770831478117344,0.770831478117344,0.770831478117344
"1700120C14Rik",0.889124084184529,0.66784846044301,0.77848627231377,0.77848627231377,0.77848627231377
"1700123O20Rik",7.13198751540243,6.21855645862744,6.67527198701493,6.67527198701493,6.67527198701493
"1700124L16Rik",1.05824836087144,0.15803841904609,0.608143389958763,0.608143389958763,0.608143389958763
"1810007C17Rik",0.63614561818585,0.4114291511406,0.523787384663225,0.523787384663225,0.523787384663225
"1810010H24Rik",3.04417182624365,2.33254314476617,2.68835748550491,2.68835748550491,2.68835748550491
"1810022K09Rik",6.96552665084458,6.60596153420683,6.78574409252571,6.78574409252571,6.78574409252571
"1810032O08Rik",3.79232894132774,1.58877684455766,2.6905528929427,2.6905528929427,2.6905528929427
"1810037I17Rik",9.97916092937356,9.53859061928353,9.75887577432855,9.75887577432855,9.75887577432855
"1810041H14Rik",1.65441987790334,0.531554689993174,1.09298728394826,1.09298728394826,1.09298728394826
"2010001A14Rik",3.06296133970147,2.23895981961171,2.65096057965659,2.65096057965659,2.65096057965659
"2010109A12Rik",1.16597862466146,0.325022182592013,0.745500403626735,0.745500403626735,0.745500403626735
"2010320M18Rik",7.95723783634519,6.92942657321483,7.44333220478001,7.44333220478001,7.44333220478001
"2200002D01Rik",0.696850112734034,0.440153511881308,0.568501812307671,0.568501812307671,0.568501812307671
"2210008F06Rik",1.81652401380058,0,0.908262006900288,0.908262006900288,0.908262006900288
"2210016L21Rik",5.85387639596506,5.24113382345281,5.54750510970894,5.54750510970894,5.54750510970894
"2310009A05Rik",6.54862914591096,5.67411320252611,6.11137117421853,6.11137117421853,6.11137117421853
"2310010J17Rik",2.42129144988563,1.92277426576554,2.17203285782558,2.17203285782558,2.17203285782558
"2310016G11Rik",1.88903559848314,0.168926779112693,1.02898118879792,1.02898118879792,1.02898118879792
"2310030G06Rik",1.21483968808199,0,0.607419844040995,0.607419844040995,0.607419844040995
"2310031A07Rik",1.37061305161704,1.21336863002039,1.29199084081872,1.29199084081872,1.29199084081872
"2310035C23Rik",2.4496616250035,1.88905053302762,2.16935607901556,2.16935607901556,2.16935607901556
"2410004B18Rik",3.55077066990095,2.53424015604054,3.04250541297074,3.04250541297074,3.04250541297074
"2410004P03Rik",1.80150499292877,0.340381414550019,1.0709432037394,1.0709432037394,1.0709432037394
"2410006H16Rik",9.57303008522655,8.34768993081805,8.9603600080223,8.9603600080223,8.9603600080223
"2410015M20Rik",8.8000143103163,7.98640163425588,8.39320797228609,8.39320797228609,8.39320797228609
"2410022M11Rik",1.76525491980528,0.647259713785525,1.2062573167954,1.2062573167954,1.2062573167954
"2410080I02Rik",3.12679189104426,0.867398802920307,1.99709534698228,1.99709534698228,1.99709534698228
"2410089E03Rik",1.80714965793893,1.17689794660415,1.49202380227154,1.49202380227154,1.49202380227154
"2500004C02Rik",4.72718020243639,4.08844473182899,4.40781246713269,4.40781246713269,4.40781246713269
"2600006K01Rik",2.87686015687275,1.40778678300066,2.1423234699367,2.1423234699367,2.1423234699367
"2610008E11Rik",3.74922384298303,3.11487071661355,3.43204727979829,3.43204727979829,3.43204727979829
"2610035D17Rik",1.1732239474878,0.714914095621878,0.944069021554838,0.944069021554838,0.944069021554838
"2610037D02Rik",0.945637727856943,0.81420941107068,0.879923569463812,0.879923569463812,0.879923569463812
"2610301B20Rik",4.19688478224331,3.7429037115743,3.96989424690881,3.96989424690881,3.96989424690881
