"","No_data"
"0610009B22Rik",7.73249946279271
"0610009L18Rik",1.66462503060579
"0610010F05Rik",1.89930800446831
"0610040B10Rik",2.82749665654165
"1010001B22Rik",5.01474548305916
"1110002L01Rik",1.8023728811976
"1110002O04Rik",0.760357604532897
"1110008F13Rik",1.24807164130851
"1110012L19Rik",6.31896997566313
"1110017D15Rik",1.62603190976517
"1110032A03Rik",4.55096550664898
"1110034G24Rik",2.04110737871891
"1110038B12Rik",6.68232898610422
"1110059E24Rik",3.07249688674251
"1110060G06Rik",0.439563418931204
"1110065P20Rik",1.74723134789844
"1190002N15Rik",2.32919922583574
"1190007I07Rik",4.82086203206118
"1300002E11Rik",3.47358646028797
"1300014J16Rik",0.563321119977493
"1300017J02Rik",0.779697832434415
"1500002C15Rik",0.682894831909874
"1500004A13Rik",1.62789229927072
"1500009C09Rik",4.42382019987782
"1500011B03Rik",4.64505954563742
"1500011K16Rik",8.5073471794611
"1500015O10Rik",3.06797942011968
"1500026H17Rik",1.525086281415
"1600014C23Rik",0.974038335752639
"1600020E01Rik",1.84041839576228
"1600023N17Rik",0.610357743736146
"1700001L19Rik",0.965669895578863
"1700001O22Rik",0.916489748662989
"1700001P01Rik",0.961287774760964
"1700003E16Rik",1.1402873528596
"1700003M07Rik",1.19530698455423
"1700007K13Rik",0.746152021666779
"1700010K24Rik",0.969330385178798
"1700012D14Rik",1.6643251211493
"1700013F07Rik",0.987074594780222
"1700016J18Rik",2.030570193044
"1700016P03Rik",0.51142108246377
"1700018G05Rik",0.398103654773555
"1700019D03Rik",2.28492215973074
"1700021N21Rik",0.970281557859604
"1700022N22Rik",1.26542646890363
"1700023F06Rik",1.10438568844927
"1700027H10Rik",0.568217775479043
"1700027J19Rik",0.657353743648814
"1700029J07Rik",1.48869581387144
"1700030J22Rik",1.26190287340905
"1700047M11Rik",2.25442247456754
"1700055D18Rik",0.678284408905262
"1700056N10Rik",1.87419829935991
"1700061G19Rik",1.46868321407787
"1700063D05Rik",0.843461322134443
"1700066J03Rik",0.787677457102056
"1700081N11Rik",0.677769451146301
"1700086L19Rik",1.86909686618304
"1700086P04Rik",0.773576380137865
"1700088E04Rik",1.34621858313137
