"","c1_HuAgeGBsplitRnaseq_174....NPCbyNSC__"
"1","ACBD7"
"2","AIFM3"
"3","CNMD"
"4","EVA1A"
"5","FGFR3"
"6","GJB2"
"7","GJB6"
"8","GRAMD1C"
"9","HSPA2"
"10","KCNB1"
"11","MAPT"
"12","NWD1"
"13","NXN"
"14","PNMA3"
"15","PSD2"
"16","PYGM"
"17","RANBP3L"
"18","SFXN5"
"19","SLC13A5"
"20","SLC22A6"
"21","SLC39A12"
"22","SLC7A10"
"23","SORBS2"
"24","TSPYL2"
"25","WFDC1"
"26","ZNF711"
