"","c1_HuAgeGBsplitRnaseq_43....PGBObyQGBO__"
"1","AC010883.1"
"2","AL035563.1"
"3","AL117335.1"
"4","AL121895.2"
"5","AL121906.2"
"6","AL662907.1"
"7","BMP2"
"8","BTBD3"
"9","C19orf57"
"10","C20orf204"
"11","ELMO2"
"12","KIAA0040"
"13","KIF16B"
"14","LINC01126"
"15","LZTS3"
"16","NCOA3"
"17","NEURL2"
"18","PRNP"
"19","PYGB"
"20","RNVU1-6"
"21","SASS6"
"22","SPARCL1"
"23","SPATA25"
"24","TBX6"
"25","UCN"
"26","VN1R108P"
"27","ZNF337"
