"","c1_HuAgeGBsplitRnaseq_215....QNPbyTAP__"
"1","ABHD11"
"2","APLP1"
"3","ARSA"
"4","CERK"
"5","CIART"
"6","CYB5R3"
"7","DBP"
"8","DENND6B"
"9","HDAC5"
"10","JOSD1"
"11","LMF2"
"12","MAFF"
"13","MCAT"
"14","NAGA"
"15","NPTXR"
"16","NR1D1"
"17","NUDT16"
"18","PSD"
"19","RUNDC3A"
"20","SBF1"
"21","SNU13"
"22","SUN2"
"23","TMEM184B"
"24","TST"
"25","TUBGCP6"
