"","c1_HuAgeGBsplitRnaseq_74....QGBCbyPGBC__"
"1","AC010271.2"
"2","AC021072.1"
"3","AC069213.3"
"4","AC092670.1"
"5","AC099552.4"
"6","AC244452.1"
"7","AL135924.2"
"8","AL359641.1"
"9","AP001628.1"
"10","AP003717.2"
"11","ATP6V1E1P1"
"12","CLEC4F"
"13","DCST1"
"14","DCST2"
"15","GCNT2P"
"16","HES3"
"17","HYAL1"
"18","LINP1"
"19","LTB"
"20","MIR30B"
"21","MIR542"
"22","RNA5SP137"
"23","TEX19"
"24","VAX2"
"25","XKRX"
"26","Z98257.1"
