"","c1_HuAgeGBsplitRnaseq_31....QNPbyTAP__"
"1","ADAM11"
"2","ATCAY"
"3","ATP1A1"
"4","B3GNT4"
"5","DIRAS2"
"6","HPS1"
"7","INA"
"8","NRIP3"
"9","NSF"
"10","NSG2"
"11","PLK2"
"12","RAB3A"
"13","RASGRP2"
"14","SH3PXD2A"
"15","SOD3"
"16","STAC2"
"17","STX1B"
"18","SYNGR3"
"19","SYT4"
"20","TMPRSS2"
"21","TUBA4A"
"22","VSTM2B"
