"","c1_HuAgeGBsplitRnaseq_33....PGBObyQGBO__"
"1","AC008972.2"
"2","AL627309.6"
"3","B3GNT7"
"4","C1orf162"
"5","CAPG"
"6","CRYBG1"
"7","CTSB"
"8","CTSL"
"9","CXCL16"
"10","EMILIN2"
"11","FCGR2A"
"12","GPNMB"
"13","HLA-DRA"
"14","KLHDC8B"
"15","MKNK1"
"16","MMP19"
"17","MYO1E"
"18","PLAUR"
"19","SIPA1"
"20","SLC9A5"
"21","SOCS6"
"22","SPP1"
"23","TNFRSF14"
"24","ZMYND15"
