"","c1_HuAgeGBsplitRnaseq_85....QGBCbyPGBC__"
"1","AC023509.4"
"2","AC093278.2"
"3","ACSL1"
"4","APOD"
"5","C2CD4B"
"6","CA4"
"7","DEGS2"
"8","DLL4"
"9","EGFL7"
"10","ERO1B"
"11","EXOC3L1"
"12","FAIM2"
"13","FOXF2"
"14","FUT1"
"15","GPR137B"
"16","IZUMO1"
"17","KCNJ2-AS1"
"18","KLF9"
"19","LINC02450"
"20","MMP25"
"21","PCDH12"
"22","PDK4"
"23","PECAM1"
"24","PLAG1"
"25","PTPRB"
"26","RASIP1"
"27","SEMA3G"
"28","TBC1D15"
"29","TEAD3"
"30","TFRC"
"31","TIE1"
