"","c1_HuAgeGBsplitRnaseq_178....NPCbyNSC__"
"1","AGPAT5"
"2","CCDC160"
"3","CHMP7"
"4","CNOT7"
"5","DCTN6"
"6","DDHD2"
"7","EPHX2"
"8","ERICH1"
"9","FAM160B2"
"10","FBXO25"
"11","FNTA"
"12","GOLGA7"
"13","ISCU"
"14","LONRF1"
"15","MICU3"
"16","PDPN"
"17","PEX2"
"18","PPP2R2A"
"19","PURG"
"20","RAB7B"
"21","RNF122"
"22","SARAF"
"23","SLC20A2"
"24","SMIM19"
"25","TDRP"
"26","TM2D2"
"27","TMEM70"
"28","TRIM35"
"29","TTI2"
"30","UBE2V2"
"31","UBXN8"
"32","VPS37A"
