"","c1_HuAgeGBsplitRnaseq_161....PGBObyQGBO__"
"1","AC020765.2"
"2","ANKRD28"
"3","CMTM6"
"4","EDEM1"
"5","EPM2AIP1"
"6","KAT2B"
"7","LRRFIP2"
"8","MLH1"
"9","PRRT3"
"10","PRRT3-AS1"
"11","RAD18"
"12","SH3BP5"
"13","SH3BP5-AS1"
"14","THRB"
"15","THUMPD3-AS1"
"16","TMEM43"
"17","UBE2E1-AS1"
"18","XPC"
"19","ZBTB47"
"20","ZNF502"
