"","c1_HuAgeGBsplitRnaseq_36....PGBObyQGBO__"
"1","AC112220.3"
"2","AL008582.1"
"3","AL022324.2"
"4","AL022328.4"
"5","AL359541.1"
"6","AP000350.4"
"7","ASPHD1"
"8","C22orf46"
"9","CBX7"
"10","CNN2"
"11","CYP2D7"
"12","DDTL"
"13","HCG27"
"14","IGLV1-51"
"15","KIAA1671"
"16","LINC00634"
"17","LMF2"
"18","MAFF"
"19","MAPK11"
"20","MGLL"
"21","NOXA1"
"22","NPTXR"
"23","PANX2"
"24","PER3"
"25","SAMD4A"
"26","Z97055.2"
