"","c1_HuAgeGBsplitRnaseq_52....PSVZbyQSVZ__"
"1","ARAF"
"2","CXorf38"
"3","DDX3X"
"4","DMAP1"
"5","EIF1AX"
"6","GEMIN8"
"7","GPKOW"
"8","GPR173"
"9","GRIPAP1"
"10","GSPT2"
"11","HCCS"
"12","HDAC6"
"13","JADE3"
"14","KDM6A"
"15","MAGED1"
"16","MED14"
"17","OFD1"
"18","PIGA"
"19","PIM2"
"20","PPP1R3F"
"21","PQBP1"
"22","RBBP7"
"23","STRIP1"
"24","TBC1D25"
"25","TXLNG"
"26","USP11"
"27","USP27X"
"28","USP9X"
