"","c1_HuAgeGBsplitRnaseq_1614....PSVZbyQSVZ__"
"1","CDC16"
"2","DDX6"
"3","DIS3"
"4","EIF4G2"
"5","ERI2"
"6","GOPC"
"7","GSX1"
"8","IPO5"
"9","KLF12"
"10","LRRC40"
"11","LUC7L3"
"12","MYSM1"
"13","MZT1"
"14","NAB1"
"15","NDFIP2"
"16","NOL7"
"17","PPIE"
"18","PRPF38B"
"19","RANBP9"
"20","SIRT5"
"21","SNRNP40"
"22","SNX16"
"23","SRSF11"
"24","STK24"
"25","TAF11"
"26","TBRG1"
"27","TDP2"
"28","TEX30"
"29","TPP2"
"30","TRNAU1AP"
"31","TSC22D2"
"32","USP22"
