"","c1_HuAgeGBsplitRnaseq_11....QNPbyTAP__"
"1","ADD1"
"2","ARL17B"
"3","BLOC1S4"
"4","CD59"
"5","CDKN1C"
"6","CRAMP1"
"7","DKK1"
"8","DNAJA4"
"9","EMC10"
"10","EMILIN1"
"11","FCHSD2"
"12","GADD45A"
"13","GSTK1"
"14","HIST1H2BI"
"15","IGF2"
"16","KITLG"
"17","LRPAP1"
"18","MAEA"
"19","MRFAP1"
"20","NUBP1"
"21","OSR2"
"22","PDE8A"
"23","PGM2"
"24","PI4K2B"
"25","RAB30"
"26","RABAC1"
"27","RHOQ"
"28","SH3GL3"
"29","SLC25A52"
"30","SLFN12"
"31","SLFN13"
"32","TBC1D1"
"33","TMEM129"
"34","WDR45B"
