"","c1_HuAgeGBsplitRnaseq_71....NSCbyNPC__"
"1","CENPQ"
"2","CHAMP1"
"3","CIT"
"4","DENND2C"
"5","ELF4"
"6","FAT1"
"7","IRS2"
"8","LIG4"
"9","PPP1R17"
"10","PRIM2"
"11","RAB20"
"12","RASA3"
"13","SLC9A1"
"14","SPRR4"
"15","STAG2"
"16","SYNE2"
"17","TAF1L"
"18","TFDP1"
"19","TMTC4"
"20","TUBGCP3"
"21","XKR5"
"22","XRCC3"
