"","c1_HuAgeGBsplitRnaseq_82....NSCbyNPC__"
"1","ADAM17"
"2","AFTPH"
"3","CENPO"
"4","CPSF3"
"5","E2F6"
"6","ETHE1"
"7","FAM136A"
"8","FEZ2"
"9","HADHA"
"10","ITGB3BP"
"11","ITSN2"
"12","LPIN1"
"13","NCOA1"
"14","NOL10"
"15","NRBP1"
"16","PEX13"
"17","PPP1R21"
"18","PREB"
"19","PUS10"
"20","ROCK2"
"21","SNX17"
"22","TMEM214"
"23","TRAPPC12"
"24","WDR35"
