"","c1_HuAgeGBsplitRnaseq_9....PSVZbyQSVZ__"
"1","CDK4"
"2","CDKN1B"
"3","CTDSP2"
"4","DUSP16"
"5","FANCL"
"6","FRMD4B"
"7","GMCL2"
"8","MAGEB16"
"9","MAGOHB"
"10","MB21D2"
"11","METTL1"
"12","MGAT4C"
"13","NEDD1"
"14","NFYB"
"15","NUP37"
"16","PARPBP"
"17","PTPRO"
"18","RPS26"
"19","STRAP"
"20","UTP20"
