"","c1_HuAgeGBsplitRnaseq_174....QGBObyPGBO__"
"1","AC007568.1"
"2","AC025459.1"
"3","AC128713.1"
"4","AC130343.2"
"5","AC233279.1"
"6","ACBD7"
"7","AL096711.1"
"8","CKB"
"9","DYNLL1P3"
"10","LINC01672"
"11","MAPT"
"12","NXN"
"13","PNMA3"
"14","RPL10P9"
"15","RPL24P4"
"16","SEMA3A"
"17","TSPYL2"
"18","WFDC1"
