"","c1_HuAgeGBsplitRnaseq_33....QNPbyTAP__"
"1","ACY3"
"2","APOBR"
"3","CORO1A"
"4","CXCL16"
"5","FCGRT"
"6","FHOD1"
"7","FTL"
"8","FUCA1"
"9","GMFG"
"10","GRASP"
"11","GRN"
"12","HMOX1"
"13","LGALS1"
"14","LIPA"
"15","MMP19"
"16","NAGK"
"17","PARVB"
"18","PYCARD"
"19","SIPA1"
"20","SLC15A3"
"21","SLC1A5"
"22","TCIRG1"
