"","c1_HuAgeGBsplitRnaseq_294....QNPbyTAP__"
"1","ADAM19"
"2","CASP1"
"3","CNP"
"4","DHX58"
"5","DTX3L"
"6","FAM111A"
"7","IFI35"
"8","IL18BP"
"9","IL4I1"
"10","LCAT"
"11","LGALS3BP"
"12","MX1"
"13","MYD88"
"14","PARP14"
"15","PARP9"
"16","PSME2"
"17","SLC12A4"
"18","TRIM21"
"19","WARS"
"20","XAF1"
"21","ZNF710"
