"","c1_HuAgeGBsplitRnaseq_163....PGBObyQGBO__"
"1","AC004816.1"
"2","AC090589.1"
"3","AC092681.2"
"4","AC104695.3"
"5","AL049796.1"
"6","AL592494.3"
"7","ATP2B1-AS1"
"8","BAIAP3"
"9","DUSP5P1"
"10","ERFE"
"11","FOSL2"
"12","GPAT3"
"13","HS3ST1"
"14","IL17RE"
"15","INHBB"
"16","LOXL2"
"17","MAP3K9"
"18","MPZL3"
"19","MTND4P9"
"20","RF00432"
"21","SEL1L3"
"22","SHISA8"
"23","SHROOM1"
"24","VIPR1"
"25","WBP2P1"
"26","ZNF217"
"27","ZNF334"
