"","c1_HuAgeGBsplitRnaseq_192....PSVZbyQSVZ__"
"1","AKIP1"
"2","AP2A2"
"3","APIP"
"4","B4GALNT4"
"5","BRSK2"
"6","CASP6"
"7","COMMD3"
"8","DEAF1"
"9","DENND5A"
"10","DUSP8"
"11","EIF3F"
"12","HRAS"
"13","IPO7"
"14","LRCH2"
"15","MRPL23"
"16","NAP1L4"
"17","PAM"
"18","PDE3B"
"19","PGAP2"
"20","POLR2L"
"21","PROX1"
"22","PSMA1"
"23","RRM1"
"24","SBF2"
"25","TSSC4"
"26","WEE1"
