"","c1_HuAgeGBsplitRnaseq_6....QNPbyTAP__"
"1","ABHD2"
"2","ADIPOQ"
"3","ARRB2"
"4","ATG16L2"
"5","BMP1"
"6","CD80"
"7","CNPY3"
"8","DCBLD2"
"9","DDAH2"
"10","DXO"
"11","EMP1"
"12","FAM181B"
"13","FLOT1"
"14","FUOM"
"15","GAS6"
"16","MAD2L1BP"
"17","MFGE8"
"18","MTCH1"
"19","NAALADL1"
"20","POR"
"21","PPP1R11"
"22","PRCP"
"23","RCAN1"
"24","RING1"
"25","SLC22A5"
"26","SNRPC"
"27","ZBTB22"
