"","c1_HuAgeGBsplitRnaseq_68....NPCbyNSC__"
"1","ABCC10"
"2","ATG16L2"
"3","BRD2"
"4","DDAH2"
"5","DGKA"
"6","DNAJC12"
"7","FBXO9"
"8","FLOT1"
"9","FRS3"
"10","GLO1"
"11","GTPBP2"
"12","LRRC73"
"13","MDGA1"
"14","PGBD1"
"15","PHF1"
"16","PPP1R11"
"17","RNF5"
"18","SYNGAP1"
"19","TNFAIP6"
"20","TPMT"
"21","WDR54"
"22","WRNIP1"
"23","ZKSCAN4"
"24","ZNF76"
