"","c1_HuAgeGBsplitRnaseq_84....QGBCbyPGBC__"
"1","AC003102.1"
"2","AC008438.2"
"3","AC010359.1"
"4","AC105345.1"
"5","AFMID"
"6","AL109659.1"
"7","AP000866.1"
"8","CTBP1"
"9","DGKQ"
"10","GAK"
"11","GRK4"
"12","HGFAC"
"13","IDUA"
"14","KLF3-AS1"
"15","LIAS"
"16","LRIF1"
"17","MYL5"
"18","TBC1D14"
"19","TMEM129"
"20","UVSSA"
