"","c1_HuAgeGBsplitRnaseq_76....PGBObyQGBO__"
"1","AC010719.1"
"2","AC110609.1"
"3","AHRR"
"4","AL021392.1"
"5","AL121906.1"
"6","AP005233.2"
"7","COL8A2"
"8","DACT1"
"9","DLK1"
"10","EOGT"
"11","HID1"
"12","HOTAIRM1"
"13","HOXA11-AS"
"14","HOXA2"
"15","IRX4"
"16","JAG2"
"17","NCCRP1"
"18","NOTUM"
"19","PPIAP34"
"20","RBMS1"
"21","RNU6-2"
"22","TBC1D24"
"23","TPSG1"
"24","UQCRHP1"
"25","ZBTB42"
