"","c1_HuAgeGBsplitRnaseq_67....QGBObyPGBO__"
"1","AC005261.4"
"2","AC007318.2"
"3","AC137695.1"
"4","AL132642.2"
"5","AL353726.2"
"6","AL359885.1"
"7","AL591926.6"
"8","MTND4P30"
"9","OR6K1P"
"10","POR"
"11","RBMX2P5"
"12","RNU7-155P"
"13","RPL12P13"
"14","RPL36AP39"
"15","RPL5P34"
"16","RPL9P18"
"17","RPS7P14"
"18","RPSAP29"
"19","RTL8A"
"20","TAGLN3"
"21","TMEM120A"
"22","VPS37D"
