"","Var1","Freq"
"1","NPCbyNSC",3959
"2","NSCbyNPC",3188
"3","PGBCbyQGBC",7857
"4","PGBObyQGBO",1928
"5","PSVZbyQSVZ",4235
"6","QGBCbyPGBC",3363
"7","QGBObyPGBO",3315
"8","QNPbyTAP",2792
"9","QSVZbyPSVZ",4658
"10","TAPbyQNP",4362
