"","c1_HuAgeGBsplitRnaseq_155....QSVZbyPSVZ__"
"1","ABCA5"
"2","APPBP2"
"3","CASKIN2"
"4","CCDC47"
"5","CUEDC1"
"6","CYB561"
"7","EEF2K"
"8","GNA13"
"9","GPR37L1"
"10","HEXIM1"
"11","HEXIM2"
"12","INTS2"
"13","KIFC3"
"14","NPEPPS"
"15","PCTP"
"16","RPAP2"
"17","TMEM100"
"18","TMEM104"
"19","TSEN54"
"20","USP6"
"21","VEZF1"
"22","VMP1"
"23","YPEL2"
