"","c1_HuAgeGBsplitRnaseq_212....QNPbyTAP__"
"1","AXL"
"2","CEBPA"
"3","CTU1"
"4","DNASE1L2"
"5","DUSP10"
"6","FADD"
"7","FAHD1"
"8","FAM171A2"
"9","FAM173A"
"10","FAM20C"
"11","GFER"
"12","HAGH"
"13","HNRNPAB"
"14","IRF2BP1"
"15","METRN"
"16","MPG"
"17","MRPL28"
"18","MRPS34"
"19","NAGLU"
"20","NDUFAF8"
"21","NDUFB10"
"22","NFATC2IP"
"23","PGP"
"24","RHBDF1"
"25","STUB1"
"26","TBKBP1"
"27","TLNRD1"
"28","TMEM160"
"29","TPGS1"
"30","TRPM3"
"31","TSR3"
"32","YPEL3"
"33","ZNF771"
