"","c1_HuAgeGBsplitRnaseq_189....QGBCbyPGBC__"
"1","CAB39L"
"2","CDADC1"
"3","CRYL1"
"4","DNASE1L1"
"5","FOXO1"
"6","FRY"
"7","ID2-AS1"
"8","KATNAL1"
"9","LINC00441"
"10","LINC01198"
"11","MYH7B"
"12","N4BP2L1"
"13","PLAC9"
"14","SETDB2"
"15","SLC37A1"
"16","TDRD3"
"17","TPTE2P1"
"18","UBL3"
"19","USPL1"
"20","WASF3"
