"","c1_HuAgeGBsplitRnaseq_47....NSCbyNPC__"
"1","AMOTL2"
"2","ANXA5"
"3","BUD13"
"4","CBL"
"5","CEP57"
"6","CHEK1"
"7","EED"
"8","H2AFX"
"9","HMBS"
"10","JPT2"
"11","NCAPD3"
"12","NPAT"
"13","PPP2R1B"
"14","RAB3IL1"
"15","RDX"
"16","SNX19"
"17","SRPRA"
"18","STT3A"
"19","TIRAP"
"20","TMEM221"
"21","USP28"
"22","VWA5A"
