"","c1_HuAgeGBsplitRnaseq_331....QNPbyTAP__"
"1","CALR"
"2","CCDC32"
"3","CYFIP1"
"4","DNAJC17"
"5","EFEMP2"
"6","EMC4"
"7","FZD4"
"8","HSP90B1"
"9","LCMT2"
"10","MAP1A"
"11","MAPKBP1"
"12","MTMR10"
"13","NIPA2"
"14","PRSS23"
"15","RMDN3"
"16","RNF26"
"17","RPAP1"
"18","SRP14"
"19","TJP1"
"20","TUBGCP5"
