"","c1_HuAgeGBsplitRnaseq_181....NSCbyNPC__"
"1","ARPC2"
"2","C1orf54"
"3","CEP85"
"4","CTPS1"
"5","DPH2"
"6","FAM76A"
"7","GNG5"
"8","GPATCH3"
"9","LRRC41"
"10","LYPLA2"
"11","NUDC"
"12","PRADC1"
"13","PRKACB"
"14","RBBP4"
"15","RPA2"
"16","SERBP1"
"17","SF3A3"
"18","SH3GLB1"
"19","SNIP1"
"20","SRSF4"
"21","TOE1"
"22","TXLNA"
"23","WDR3"
"24","ZBTB8OS"
