"","c1_HuAgeGBsplitRnaseq_156....PGBObyQGBO__"
"1","AC025594.3"
"2","AC100814.1"
"3","AC133552.4"
"4","AC137695.2"
"5","ACTN2"
"6","AL118511.1"
"7","AL359510.2"
"8","AL670729.1"
"9","ATL3"
"10","BROX"
"11","C1orf198"
"12","EDEM3"
"13","IGLVIVOR22-1"
"14","MVP"
"15","PCNX2"
"16","RASAL2-AS1"
"17","RNASEL"
"18","RNF182"
"19","SIPA1L2"
"20","TRIM17"
