"","c1_HuAgeGBsplitRnaseq_87....QNPbyTAP__"
"1","ACSL6"
"2","ADCY5"
"3","ADRB1"
"4","ASIC2"
"5","C17orf58"
"6","CPEB1"
"7","CRTC3"
"8","DPYSL3"
"9","EML2"
"10","EMX2"
"11","FAM57B"
"12","HSD3B7"
"13","KCNH4"
"14","LFNG"
"15","MAP3K3"
"16","MAST3"
"17","MKRN3"
"18","NLK"
"19","NRIP1"
"20","ROGDI"
"21","SATB2"
"22","SAXO2"
"23","SPARC"
"24","SPECC1"
"25","SSH2"
"26","TANC2"
"27","TMEM177"
"28","XYLT1"
